time 2020-10-30 16:54:58
robNum  15
taskNum  20
comp_threshold  0
rob2taskDisMat  113.99122773266372 22.80350850198276 85.70297544426332 121.63058825805291 104.20172743289815 100.31948963187563 105.20931517693668 95.29428104561154 87.23531395025755 112.44554237496477 116.67476162392619 95.0789145920377 128.3160161476345 109.20164833920778 108.45275469069469 106.10372283760829 103.23274674249446 101.01980003939822 116.50321883965266 115.26057435220423 113.99122773266372 22.80350850198276 85.70297544426332 121.63058825805291 104.20172743289815 100.31948963187563 105.20931517693668 95.29428104561154 87.23531395025755 112.44554237496477 116.67476162392619 95.0789145920377 128.3160161476345 109.20164833920778 108.45275469069469 106.10372283760829 103.23274674249446 101.01980003939822 116.50321883965266 115.26057435220423 113.99122773266372 22.80350850198276 85.70297544426332 121.63058825805291 104.20172743289815 100.31948963187563 105.20931517693668 95.29428104561154 87.23531395025755 112.44554237496477 116.67476162392619 95.0789145920377 128.3160161476345 109.20164833920778 108.45275469069469 106.10372283760829 103.23274674249446 101.01980003939822 116.50321883965266 115.26057435220423 113.99122773266372 22.80350850198276 85.70297544426332 121.63058825805291 104.20172743289815 100.31948963187563 105.20931517693668 95.29428104561154 87.23531395025755 112.44554237496477 116.67476162392619 95.0789145920377 128.3160161476345 109.20164833920778 108.45275469069469 106.10372283760829 103.23274674249446 101.01980003939822 116.50321883965266 115.26057435220423 113.99122773266372 22.80350850198276 85.70297544426332 121.63058825805291 104.20172743289815 100.31948963187563 105.20931517693668 95.29428104561154 87.23531395025755 112.44554237496477 116.67476162392619 95.0789145920377 128.3160161476345 109.20164833920778 108.45275469069469 106.10372283760829 103.23274674249446 101.01980003939822 116.50321883965266 115.26057435220423 113.99122773266372 22.80350850198276 85.70297544426332 121.63058825805291 104.20172743289815 100.31948963187563 105.20931517693668 95.29428104561154 87.23531395025755 112.44554237496477 116.67476162392619 95.0789145920377 128.3160161476345 109.20164833920778 108.45275469069469 106.10372283760829 103.23274674249446 101.01980003939822 116.50321883965266 115.26057435220423 113.99122773266372 22.80350850198276 85.70297544426332 121.63058825805291 104.20172743289815 100.31948963187563 105.20931517693668 95.29428104561154 87.23531395025755 112.44554237496477 116.67476162392619 95.0789145920377 128.3160161476345 109.20164833920778 108.45275469069469 106.10372283760829 103.23274674249446 101.01980003939822 116.50321883965266 115.26057435220423 113.99122773266372 22.80350850198276 85.70297544426332 121.63058825805291 104.20172743289815 100.31948963187563 105.20931517693668 95.29428104561154 87.23531395025755 112.44554237496477 116.67476162392619 95.0789145920377 128.3160161476345 109.20164833920778 108.45275469069469 106.10372283760829 103.23274674249446 101.01980003939822 116.50321883965266 115.26057435220423 113.99122773266372 22.80350850198276 85.70297544426332 121.63058825805291 104.20172743289815 100.31948963187563 105.20931517693668 95.29428104561154 87.23531395025755 112.44554237496477 116.67476162392619 95.0789145920377 128.3160161476345 109.20164833920778 108.45275469069469 106.10372283760829 103.23274674249446 101.01980003939822 116.50321883965266 115.26057435220423 113.99122773266372 22.80350850198276 85.70297544426332 121.63058825805291 104.20172743289815 100.31948963187563 105.20931517693668 95.29428104561154 87.23531395025755 112.44554237496477 116.67476162392619 95.0789145920377 128.3160161476345 109.20164833920778 108.45275469069469 106.10372283760829 103.23274674249446 101.01980003939822 116.50321883965266 115.26057435220423 113.99122773266372 22.80350850198276 85.70297544426332 121.63058825805291 104.20172743289815 100.31948963187563 105.20931517693668 95.29428104561154 87.23531395025755 112.44554237496477 116.67476162392619 95.0789145920377 128.3160161476345 109.20164833920778 108.45275469069469 106.10372283760829 103.23274674249446 101.01980003939822 116.50321883965266 115.26057435220423 113.99122773266372 22.80350850198276 85.70297544426332 121.63058825805291 104.20172743289815 100.31948963187563 105.20931517693668 95.29428104561154 87.23531395025755 112.44554237496477 116.67476162392619 95.0789145920377 128.3160161476345 109.20164833920778 108.45275469069469 106.10372283760829 103.23274674249446 101.01980003939822 116.50321883965266 115.26057435220423 113.99122773266372 22.80350850198276 85.70297544426332 121.63058825805291 104.20172743289815 100.31948963187563 105.20931517693668 95.29428104561154 87.23531395025755 112.44554237496477 116.67476162392619 95.0789145920377 128.3160161476345 109.20164833920778 108.45275469069469 106.10372283760829 103.23274674249446 101.01980003939822 116.50321883965266 115.26057435220423 113.99122773266372 22.80350850198276 85.70297544426332 121.63058825805291 104.20172743289815 100.31948963187563 105.20931517693668 95.29428104561154 87.23531395025755 112.44554237496477 116.67476162392619 95.0789145920377 128.3160161476345 109.20164833920778 108.45275469069469 106.10372283760829 103.23274674249446 101.01980003939822 116.50321883965266 115.26057435220423 113.99122773266372 22.80350850198276 85.70297544426332 121.63058825805291 104.20172743289815 100.31948963187563 105.20931517693668 95.29428104561154 87.23531395025755 112.44554237496477 116.67476162392619 95.0789145920377 128.3160161476345 109.20164833920778 108.45275469069469 106.10372283760829 103.23274674249446 101.01980003939822 116.50321883965266 115.26057435220423
taskDisMat  0.0 92.61749294814668 47.67598976424087 23.40939982143925 12.0 62.177166226839255 10.04987562112089 21.095023109728988 60.166435825965294 9.899494936611665 23.853720883753127 64.07807737440318 21.095023109728988 8.54400374531753 5.656854249492381 62.12889826803627 14.035668847618199 65.76473218982953 3.0 23.600847442411894 92.61749294814668 0.0 70.00714249274856 102.30347012687302 83.48652585896721 87.86353054595519 84.29116205154607 73.24616030891995 74.52516353554684 91.93475947648963 97.6165969494942 83.18653737234169 108.2081327812286 88.45903006477066 87.00574693662483 93.39164844888434 82.73451516749222 89.26925562588724 95.0 96.21330469326995 47.67598976424087 70.00714249274856 0.0 41.43669871020132 35.90264614203248 22.47220505424423 38.07886552931954 44.40720662234904 13.601470508735444 40.01249804748511 36.05551275463989 20.808652046684813 50.695167422546305 39.319206502675 44.64302857109943 26.476404589747453 33.734255586866 25.495097567963924 50.635955604688654 34.785054261852174 23.40939982143925 102.30347012687302 41.43669871020132 0.0 22.360679774997898 47.51841748206689 23.08679276123039 40.11234224026316 50.35871324805669 15.033296378372908 5.385164807134504 51.088159097779204 10.04987562112089 19.0 26.30589287593181 45.60701700396552 21.840329667841555 50.80354318352215 24.596747752497688 6.708203932499369 12.0 83.48652585896721 35.90264614203248 22.360679774997898 0.0 51.86520991955976 2.23606797749979 18.027756377319946 48.703182647543684 8.602325267042627 20.024984394500787 53.23532661682466 25.238858928247925 5.0 8.94427190999916 52.49761899362675 2.23606797749979 55.47071299343465 15.0 19.1049731745428 62.177166226839255 87.86353054595519 22.47220505424423 47.51841748206689 51.86520991955976 0.0 54.08326913195984 64.38167441127949 13.341664064126334 52.80151512977634 42.95346318982906 5.656854249492381 57.55866572463264 53.71219600798314 60.74537019394976 5.830951894845301 49.64876634922564 3.605551275463989 64.8459713474939 42.20189569201838 10.04987562112089 84.29116205154607 38.07886552931954 23.08679276123039 2.23606797749979 54.08326913195984 0.0 17.029386365926403 50.92150822589606 8.54400374531753 21.213203435596427 55.47071299343465 25.059928172283335 4.47213595499958 6.708203932499369 54.67174773134658 4.47213595499958 57.688820407423826 13.038404810405298 20.396078054371138 21.095023109728988 73.24616030891995 44.40720662234904 40.11234224026316 18.027756377319946 64.38167441127949 17.029386365926403 0.0 58.008620049092706 25.317977802344327 38.05259518088089 64.4437739428721 41.10960958218893 21.213203435596427 15.652475842498529 66.21933252457322 19.235384061671343 67.89698078707183 22.80350850198276 37.12142238654117 60.166435825965294 74.52516353554684 13.601470508735444 50.35871324805669 48.703182647543684 13.341664064126334 50.92150822589606 58.008620049092706 0.0 51.78802950489621 45.17742799230607 9.055385138137417 60.207972893961475 51.66236541235796 57.584720195551874 18.973665961010276 46.486557196677836 15.0 63.06346010171025 44.10215414239989 9.899494936611665 91.93475947648963 40.01249804748511 15.033296378372908 8.602325267042627 52.80151512977634 8.54400374531753 25.317977802344327 51.78802950489621 0.0 14.317821063276353 55.02726596879042 16.64331697709324 4.123105625617661 11.40175425099138 52.478567053607705 9.219544457292887 56.36488268416781 12.206555615733702 13.892443989449804 23.853720883753127 97.6165969494942 36.05551275463989 5.385164807134504 20.024984394500787 42.95346318982906 21.213203435596427 38.05259518088089 45.17742799230607 14.317821063276353 0.0 46.2709412050371 15.033296378372908 17.72004514666935 25.632011235952593 41.43669871020132 19.026297590440446 46.32493928760188 25.612496949731394 1.4142135623730951 64.07807737440318 83.18653737234169 20.808652046684813 51.088159097779204 53.23532661682466 5.656854249492381 55.47071299343465 64.4437739428721 9.055385138137417 55.02726596879042 46.2709412050371 0.0 61.1310068623117 55.54277630799526 62.177166226839255 11.40175425099138 51.0 6.082762530298219 66.85057965343307 45.39823785126467 21.095023109728988 108.2081327812286 50.695167422546305 10.04987562112089 25.238858928247925 57.55866572463264 25.059928172283335 41.10960958218893 60.207972893961475 16.64331697709324 15.033296378372908 61.1310068623117 0.0 20.591260281974 25.709920264364882 55.54277630799526 25.612496949731394 60.8276253029822 21.02379604162864 16.1245154965971 8.54400374531753 88.45903006477066 39.319206502675 19.0 5.0 53.71219600798314 4.47213595499958 21.213203435596427 51.66236541235796 4.123105625617661 17.72004514666935 55.54277630799526 20.591260281974 0.0 8.06225774829855 53.823786563191554 6.324555320336759 57.30619512757761 11.40175425099138 17.08800749063506 5.656854249492381 87.00574693662483 44.64302857109943 26.30589287593181 8.94427190999916 60.74537019394976 6.708203932499369 15.652475842498529 57.584720195551874 11.40175425099138 25.632011235952593 62.177166226839255 25.709920264364882 8.06225774829855 0.0 61.220911460055866 11.180339887498949 64.35060217278468 8.06225774829855 25.079872407968907 62.12889826803627 93.39164844888434 26.476404589747453 45.60701700396552 52.49761899362675 5.830951894845301 54.67174773134658 66.21933252457322 18.973665961010276 52.478567053607705 41.43669871020132 11.40175425099138 55.54277630799526 53.823786563191554 61.220911460055866 0.0 50.32891812864648 6.708203932499369 64.66065264130884 40.85339643163099 14.035668847618199 82.73451516749222 33.734255586866 21.840329667841555 2.23606797749979 49.64876634922564 4.47213595499958 19.235384061671343 46.486557196677836 9.219544457292887 19.026297590440446 51.0 25.612496949731394 6.324555320336759 11.180339887498949 50.32891812864648 0.0 53.25410782277739 17.029386365926403 18.0 65.76473218982953 89.26925562588724 25.495097567963924 50.80354318352215 55.47071299343465 3.605551275463989 57.688820407423826 67.89698078707183 15.0 56.36488268416781 46.32493928760188 6.082762530298219 60.8276253029822 57.30619512757761 64.35060217278468 6.708203932499369 53.25410782277739 0.0 68.42514157822401 45.60701700396552 3.0 95.0 50.635955604688654 24.596747752497688 15.0 64.8459713474939 13.038404810405298 22.80350850198276 63.06346010171025 12.206555615733702 25.612496949731394 66.85057965343307 21.02379604162864 11.40175425099138 8.06225774829855 64.66065264130884 17.029386365926403 68.42514157822401 0.0 25.495097567963924 23.600847442411894 96.21330469326995 34.785054261852174 6.708203932499369 19.1049731745428 42.20189569201838 20.396078054371138 37.12142238654117 44.10215414239989 13.892443989449804 1.4142135623730951 45.39823785126467 16.1245154965971 17.08800749063506 25.079872407968907 40.85339643163099 18.0 45.60701700396552 25.495097567963924 0.0

rob_x  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
rob_y  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
rob_vel  1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
rob_abi  0.05211537235602501 0.07569697667119513 0.05976227505016314 0.06966073866074733 0.06830137049172304 0.05658607086451602 0.0732186019962853 0.05484409488072356 0.07466879400560768 0.0517040034672925 0.060698374240616464 0.07598167156336576 0.0685453226972806 0.059134432167444934 0.05124369794674808

