time 2020-10-30 16:54:57
robNum  3
taskNum  15
comp_threshold  0
rob2taskDisMat  117.04699910719626 17.08800749063506 104.89041900955492 88.76936408468859 12.649110640673518 51.419840528729765 109.78615577567146 46.09772228646444 51.15662224971465 16.15549442140351 97.8008179924892 21.095023109728988 10.44030650891055 47.80167361086848 16.278820596099706 117.04699910719626 17.08800749063506 104.89041900955492 88.76936408468859 12.649110640673518 51.419840528729765 109.78615577567146 46.09772228646444 51.15662224971465 16.15549442140351 97.8008179924892 21.095023109728988 10.44030650891055 47.80167361086848 16.278820596099706 117.04699910719626 17.08800749063506 104.89041900955492 88.76936408468859 12.649110640673518 51.419840528729765 109.78615577567146 46.09772228646444 51.15662224971465 16.15549442140351 97.8008179924892 21.095023109728988 10.44030650891055 47.80167361086848 16.278820596099706
taskDisMat  0.0 100.43903623591775 19.6468827043885 34.0 104.86181383134664 87.13208364316786 18.35755975068582 82.00609733428362 94.89467845985885 101.25709851659784 20.615528128088304 95.96353474106714 107.07474025184464 86.88498144098322 102.20078277586722 100.43903623591775 0.0 89.09545442950498 71.69379331573968 4.47213595499958 44.181444068749045 94.04786015641186 36.124783736376884 46.57252408878007 1.0 81.5659242576212 5.385164807134504 6.708203932499369 40.11234224026316 3.0 19.6468827043885 89.09545442950498 0.0 35.12833614050059 93.34880824091971 69.6419413859206 5.0 65.79513659838392 77.12976079309465 89.80534505250787 10.04987562112089 84.17244204607586 95.4829827770373 69.8927750200262 91.2414379544733 34.0 71.69379331573968 35.12833614050059 0.0 76.15773105863909 71.80529228406496 39.0 63.50590523722971 79.83107164506812 72.61542535852834 25.317977802344327 68.00735254367721 78.39005038906404 70.03570517957252 72.91776189653656 104.86181383134664 4.47213595499958 93.34880824091971 76.15773105863909 0.0 46.0 98.29038610159185 38.63935817272331 47.67598976424087 3.605551275463989 85.9127464349732 9.219544457292887 2.23606797749979 42.01190307520001 4.123105625617661 87.13208364316786 44.181444068749045 69.6419413859206 71.80529228406496 46.0 0.0 73.68174807915459 10.63014581273465 8.06225774829855 44.10215414239989 66.61080993352356 39.45883931389772 47.042533945356304 4.123105625617661 47.16990566028302 18.35755975068582 94.04786015641186 5.0 39.0 98.29038610159185 73.68174807915459 0.0 70.21395872616783 81.04319835741924 94.75230867899737 14.560219778561036 89.10667763978185 100.41912168506553 74.09453421137081 96.20810776644555 82.00609733428362 36.124783736376884 65.79513659838392 63.50590523722971 38.63935817272331 10.63014581273465 70.21395872616783 0.0 17.4928556845359 36.22154055254967 61.40032573203501 31.016124838541646 40.024992192379 7.211102550927978 39.11521443121589 94.89467845985885 46.57252408878007 77.12976079309465 79.83107164506812 47.67598976424087 8.06225774829855 81.04319835741924 17.4928556845359 0.0 46.32493928760188 74.43117626371358 42.37924020083418 48.373546489791295 10.295630140987 49.47726750741192 101.25709851659784 1.0 89.80534505250787 72.61542535852834 3.605551275463989 44.10215414239989 94.75230867899737 36.22154055254967 46.32493928760188 0.0 82.3286098510111 5.830951894845301 5.830951894845301 40.049968789001575 3.1622776601683795 20.615528128088304 81.5659242576212 10.04987562112089 25.317977802344327 85.9127464349732 66.61080993352356 14.560219778561036 61.40032573203501 74.43117626371358 82.3286098510111 0.0 76.83749084919418 88.09086218218096 66.2872536767062 83.54639429682169 95.96353474106714 5.385164807134504 84.17244204607586 68.00735254367721 9.219544457292887 39.45883931389772 89.10667763978185 31.016124838541646 42.37924020083418 5.830951894845301 76.83749084919418 0.0 11.313708498984761 35.35533905932738 8.246211251235321 107.07474025184464 6.708203932499369 95.4829827770373 78.39005038906404 2.23606797749979 47.042533945356304 100.41912168506553 40.024992192379 48.373546489791295 5.830951894845301 88.09086218218096 11.313708498984761 0.0 43.104524124504614 6.0 86.88498144098322 40.11234224026316 69.8927750200262 70.03570517957252 42.01190307520001 4.123105625617661 74.09453421137081 7.211102550927978 10.295630140987 40.049968789001575 66.2872536767062 35.35533905932738 43.104524124504614 0.0 43.104524124504614 102.20078277586722 3.0 91.2414379544733 72.91776189653656 4.123105625617661 47.16990566028302 96.20810776644555 39.11521443121589 49.47726750741192 3.1622776601683795 83.54639429682169 8.246211251235321 6.0 43.104524124504614 0.0

rob_x  0.0 0.0 0.0
rob_y  0.0 0.0 0.0
rob_vel  1.0 1.0 1.0
rob_abi  0.06846780767319507 0.07162235448410133 0.05640804917859268

task_x  64.0 6.0 69.0 34.0 4.0 50.0 73.0 42.0 51.0 6.0 59.0 11.0 3.0 46.0 3.0
task_y  98.0 16.0 79.0 82.0 12.0 12.0 82.0 19.0 4.0 15.0 78.0 18.0 10.0 13.0 16.0
task_rate  0.07810230769305301 0.07929155270738256 0.072541512444943 0.05471276992046328 0.06462926858689749 0.06123230686570459 0.07663592063378141 0.07290077922240286 0.058925498851502646 0.07573329511670243 0.05516701541699181 0.05905853678045923 0.050872534701898356 0.05729509691254156 0.07221852884942302
task_init_demand  2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455
