time 2020-10-30 16:54:58
robNum  20
taskNum  20
comp_threshold  0
rob2taskDisMat  119.97082978791136 115.12167476196652 97.01546268507923 74.33034373659252 38.897300677553446 93.53608929178085 92.19544457292888 62.96824596572466 90.0 102.0 48.373546489791295 94.62557793746889 28.653097563788805 118.44407963254221 97.41663102366043 46.87216658103186 28.653097563788805 24.08318915758459 90.13878188659973 96.25487000666512 119.97082978791136 115.12167476196652 97.01546268507923 74.33034373659252 38.897300677553446 93.53608929178085 92.19544457292888 62.96824596572466 90.0 102.0 48.373546489791295 94.62557793746889 28.653097563788805 118.44407963254221 97.41663102366043 46.87216658103186 28.653097563788805 24.08318915758459 90.13878188659973 96.25487000666512 119.97082978791136 115.12167476196652 97.01546268507923 74.33034373659252 38.897300677553446 93.53608929178085 92.19544457292888 62.96824596572466 90.0 102.0 48.373546489791295 94.62557793746889 28.653097563788805 118.44407963254221 97.41663102366043 46.87216658103186 28.653097563788805 24.08318915758459 90.13878188659973 96.25487000666512 119.97082978791136 115.12167476196652 97.01546268507923 74.33034373659252 38.897300677553446 93.53608929178085 92.19544457292888 62.96824596572466 90.0 102.0 48.373546489791295 94.62557793746889 28.653097563788805 118.44407963254221 97.41663102366043 46.87216658103186 28.653097563788805 24.08318915758459 90.13878188659973 96.25487000666512 119.97082978791136 115.12167476196652 97.01546268507923 74.33034373659252 38.897300677553446 93.53608929178085 92.19544457292888 62.96824596572466 90.0 102.0 48.373546489791295 94.62557793746889 28.653097563788805 118.44407963254221 97.41663102366043 46.87216658103186 28.653097563788805 24.08318915758459 90.13878188659973 96.25487000666512 119.97082978791136 115.12167476196652 97.01546268507923 74.33034373659252 38.897300677553446 93.53608929178085 92.19544457292888 62.96824596572466 90.0 102.0 48.373546489791295 94.62557793746889 28.653097563788805 118.44407963254221 97.41663102366043 46.87216658103186 28.653097563788805 24.08318915758459 90.13878188659973 96.25487000666512 119.97082978791136 115.12167476196652 97.01546268507923 74.33034373659252 38.897300677553446 93.53608929178085 92.19544457292888 62.96824596572466 90.0 102.0 48.373546489791295 94.62557793746889 28.653097563788805 118.44407963254221 97.41663102366043 46.87216658103186 28.653097563788805 24.08318915758459 90.13878188659973 96.25487000666512 119.97082978791136 115.12167476196652 97.01546268507923 74.33034373659252 38.897300677553446 93.53608929178085 92.19544457292888 62.96824596572466 90.0 102.0 48.373546489791295 94.62557793746889 28.653097563788805 118.44407963254221 97.41663102366043 46.87216658103186 28.653097563788805 24.08318915758459 90.13878188659973 96.25487000666512 119.97082978791136 115.12167476196652 97.01546268507923 74.33034373659252 38.897300677553446 93.53608929178085 92.19544457292888 62.96824596572466 90.0 102.0 48.373546489791295 94.62557793746889 28.653097563788805 118.44407963254221 97.41663102366043 46.87216658103186 28.653097563788805 24.08318915758459 90.13878188659973 96.25487000666512 119.97082978791136 115.12167476196652 97.01546268507923 74.33034373659252 38.897300677553446 93.53608929178085 92.19544457292888 62.96824596572466 90.0 102.0 48.373546489791295 94.62557793746889 28.653097563788805 118.44407963254221 97.41663102366043 46.87216658103186 28.653097563788805 24.08318915758459 90.13878188659973 96.25487000666512 119.97082978791136 115.12167476196652 97.01546268507923 74.33034373659252 38.897300677553446 93.53608929178085 92.19544457292888 62.96824596572466 90.0 102.0 48.373546489791295 94.62557793746889 28.653097563788805 118.44407963254221 97.41663102366043 46.87216658103186 28.653097563788805 24.08318915758459 90.13878188659973 96.25487000666512 119.97082978791136 115.12167476196652 97.01546268507923 74.33034373659252 38.897300677553446 93.53608929178085 92.19544457292888 62.96824596572466 90.0 102.0 48.373546489791295 94.62557793746889 28.653097563788805 118.44407963254221 97.41663102366043 46.87216658103186 28.653097563788805 24.08318915758459 90.13878188659973 96.25487000666512 119.97082978791136 115.12167476196652 97.01546268507923 74.33034373659252 38.897300677553446 93.53608929178085 92.19544457292888 62.96824596572466 90.0 102.0 48.373546489791295 94.62557793746889 28.653097563788805 118.44407963254221 97.41663102366043 46.87216658103186 28.653097563788805 24.08318915758459 90.13878188659973 96.25487000666512 119.97082978791136 115.12167476196652 97.01546268507923 74.33034373659252 38.897300677553446 93.53608929178085 92.19544457292888 62.96824596572466 90.0 102.0 48.373546489791295 94.62557793746889 28.653097563788805 118.44407963254221 97.41663102366043 46.87216658103186 28.653097563788805 24.08318915758459 90.13878188659973 96.25487000666512 119.97082978791136 115.12167476196652 97.01546268507923 74.33034373659252 38.897300677553446 93.53608929178085 92.19544457292888 62.96824596572466 90.0 102.0 48.373546489791295 94.62557793746889 28.653097563788805 118.44407963254221 97.41663102366043 46.87216658103186 28.653097563788805 24.08318915758459 90.13878188659973 96.25487000666512 119.97082978791136 115.12167476196652 97.01546268507923 74.33034373659252 38.897300677553446 93.53608929178085 92.19544457292888 62.96824596572466 90.0 102.0 48.373546489791295 94.62557793746889 28.653097563788805 118.44407963254221 97.41663102366043 46.87216658103186 28.653097563788805 24.08318915758459 90.13878188659973 96.25487000666512 119.97082978791136 115.12167476196652 97.01546268507923 74.33034373659252 38.897300677553446 93.53608929178085 92.19544457292888 62.96824596572466 90.0 102.0 48.373546489791295 94.62557793746889 28.653097563788805 118.44407963254221 97.41663102366043 46.87216658103186 28.653097563788805 24.08318915758459 90.13878188659973 96.25487000666512 119.97082978791136 115.12167476196652 97.01546268507923 74.33034373659252 38.897300677553446 93.53608929178085 92.19544457292888 62.96824596572466 90.0 102.0 48.373546489791295 94.62557793746889 28.653097563788805 118.44407963254221 97.41663102366043 46.87216658103186 28.653097563788805 24.08318915758459 90.13878188659973 96.25487000666512 119.97082978791136 115.12167476196652 97.01546268507923 74.33034373659252 38.897300677553446 93.53608929178085 92.19544457292888 62.96824596572466 90.0 102.0 48.373546489791295 94.62557793746889 28.653097563788805 118.44407963254221 97.41663102366043 46.87216658103186 28.653097563788805 24.08318915758459 90.13878188659973 96.25487000666512 119.97082978791136 115.12167476196652 97.01546268507923 74.33034373659252 38.897300677553446 93.53608929178085 92.19544457292888 62.96824596572466 90.0 102.0 48.373546489791295 94.62557793746889 28.653097563788805 118.44407963254221 97.41663102366043 46.87216658103186 28.653097563788805 24.08318915758459 90.13878188659973 96.25487000666512
taskDisMat  0.0 15.811388300841896 53.03772242470448 47.41307836451879 89.44271909999159 67.00746227100382 57.0350769263968 57.201398584300364 38.3275357934736 45.880278987817846 90.75791976461338 26.627053911388696 93.74433316206373 2.0 23.853720883753127 88.60022573334675 93.74433316206373 104.44615837837216 31.906112267087632 27.313000567495326 15.811388300841896 0.0 38.118237105091836 47.51841748206689 88.60022573334675 52.15361924162119 42.579337712087536 54.42425929675111 44.14748010928823 56.43580423808985 92.07062506576133 21.18962010041709 90.87353850269065 16.55294535724685 18.681541692269406 89.44271909999159 90.87353850269065 102.31813133555558 25.059928172283335 18.867962264113206 53.03772242470448 38.118237105091836 0.0 53.823786563191554 83.02409288875127 14.035668847618199 5.656854249492381 51.62363799656123 62.48199740725323 80.44874144447506 91.21403400793103 35.35533905932738 80.00624975587844 53.150729063673246 36.24913792078372 87.80091115700337 80.00624975587844 92.0 32.202484376209235 30.870698080866262 47.41307836451879 47.51841748206689 53.823786563191554 0.0 42.04759208325728 62.24146527838174 53.150729063673246 12.649110640673518 17.46424919657298 35.05709628591621 44.553338819890925 27.0 46.861498055439924 45.65084884205331 29.068883707497267 41.97618372363071 46.861498055439924 57.14017850864661 25.495097567963924 31.144823004794873 89.44271909999159 88.60022573334675 83.02409288875127 42.04759208325728 0.0 85.38149682454625 79.83107164506812 34.52535300326414 54.67174773134658 64.07027391856539 12.529964086141668 67.446274915669 12.165525060596439 87.65842800324451 69.92138442565336 9.486832980505138 12.165525060596439 16.401219466856727 64.32728814430156 70.61161377563892 67.00746227100382 52.15361924162119 14.035668847618199 62.24146527838174 85.38149682454625 0.0 10.44030650891055 57.42821606144492 73.24616030891995 91.7877987534291 94.93682109698007 47.75981574503821 80.4114419718985 67.06713054842886 49.040799340956916 91.3892772703669 80.4114419718985 92.07062506576133 43.86342439892262 43.68065933568311 57.0350769263968 42.579337712087536 5.656854249492381 53.150729063673246 79.83107164506812 10.44030650891055 0.0 49.64876634922564 63.245553203367585 81.6333265278342 88.54377448471462 37.33630940518894 76.16429609731846 57.0 38.600518131237564 85.07055894961546 76.16429609731846 88.09086218218096 33.54101966249684 33.24154027718932 57.201398584300364 54.42425929675111 51.62363799656123 12.649110640673518 34.52535300326414 57.42821606144492 49.64876634922564 0.0 30.083217912982647 47.042533945356304 40.311288741492746 33.24154027718932 36.71511950137164 55.60575509783138 35.84689665786984 37.12142238654117 36.71511950137164 47.92702786528704 29.832867780352597 36.138621999185304 38.3275357934736 44.14748010928823 62.48199740725323 17.46424919657298 54.67174773134658 73.24616030891995 63.245553203367585 30.083217912982647 0.0 18.973665961010276 53.665631459994955 28.600699292150182 61.71709649683789 36.345563690772494 29.154759474226502 51.97114584074513 61.71709649683789 70.76722405181653 30.4138126514911 33.60059523282288 45.880278987817846 56.43580423808985 80.44874144447506 35.05709628591621 64.07027391856539 91.7877987534291 81.6333265278342 47.042533945356304 18.973665961010276 0.0 59.39696961966999 45.45327270945405 73.35529974037323 43.965895873961216 45.27692569068709 58.7962583843564 73.35529974037323 80.44874144447506 48.25971404805462 50.32891812864648 90.75791976461338 92.07062506576133 91.21403400793103 44.553338819890925 12.529964086141668 94.93682109698007 88.54377448471462 40.311288741492746 53.665631459994955 59.39696961966999 0.0 71.34423592694787 24.351591323771842 88.86506625215557 73.55270219373317 3.605551275463989 24.351591323771842 24.331050121192877 69.02897942168927 75.1065909225016 26.627053911388696 21.18962010041709 35.35533905932738 27.0 67.446274915669 47.75981574503821 37.33630940518894 33.24154027718932 28.600699292150182 45.45327270945405 71.34423592694787 0.0 69.77822009767804 25.553864678361276 2.8284271247461903 68.59300255857006 69.77822009767804 81.15417426109393 5.385164807134504 5.0 93.74433316206373 90.87353850269065 80.00624975587844 46.861498055439924 12.165525060596439 80.4114419718985 76.16429609731846 36.71511950137164 61.71709649683789 73.35529974037323 24.351591323771842 69.77822009767804 0.0 92.0869154657707 72.44998274671983 21.587033144922902 0.0 12.041594578792296 65.92419889539804 72.2357252334328 2.0 16.55294535724685 53.150729063673246 45.65084884205331 87.65842800324451 67.06713054842886 57.0 55.60575509783138 36.345563690772494 43.965895873961216 88.86506625215557 25.553864678361276 92.0869154657707 0.0 22.825424421026653 86.7294644281861 92.0869154657707 102.7277956543408 30.886890422961002 26.570660511172846 23.853720883753127 18.681541692269406 36.24913792078372 29.068883707497267 69.92138442565336 49.040799340956916 38.600518131237564 35.84689665786984 29.154759474226502 45.27692569068709 73.55270219373317 2.8284271247461903 72.44998274671983 22.825424421026653 0.0 70.8590149522275 72.44998274671983 83.773504164503 8.06225774829855 5.385164807134504 88.60022573334675 89.44271909999159 87.80091115700337 41.97618372363071 9.486832980505138 91.3892772703669 85.07055894961546 37.12142238654117 51.97114584074513 58.7962583843564 3.605551275463989 68.59300255857006 21.587033144922902 86.7294644281861 70.8590149522275 0.0 21.587033144922902 23.08679276123039 66.12110101926616 72.24956747275377 93.74433316206373 90.87353850269065 80.00624975587844 46.861498055439924 12.165525060596439 80.4114419718985 76.16429609731846 36.71511950137164 61.71709649683789 73.35529974037323 24.351591323771842 69.77822009767804 0.0 92.0869154657707 72.44998274671983 21.587033144922902 0.0 12.041594578792296 65.92419889539804 72.2357252334328 104.44615837837216 102.31813133555558 92.0 57.14017850864661 16.401219466856727 92.07062506576133 88.09086218218096 47.92702786528704 70.76722405181653 80.44874144447506 24.331050121192877 81.15417426109393 12.041594578792296 102.7277956543408 83.773504164503 23.08679276123039 12.041594578792296 0.0 77.4919350642375 83.81527307120105 31.906112267087632 25.059928172283335 32.202484376209235 25.495097567963924 64.32728814430156 43.86342439892262 33.54101966249684 29.832867780352597 30.4138126514911 48.25971404805462 69.02897942168927 5.385164807134504 65.92419889539804 30.886890422961002 8.06225774829855 66.12110101926616 65.92419889539804 77.4919350642375 0.0 6.324555320336759 27.313000567495326 18.867962264113206 30.870698080866262 31.144823004794873 70.61161377563892 43.68065933568311 33.24154027718932 36.138621999185304 33.60059523282288 50.32891812864648 75.1065909225016 5.0 72.2357252334328 26.570660511172846 5.385164807134504 72.24956747275377 72.2357252334328 83.81527307120105 6.324555320336759 0.0

rob_x  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
rob_y  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
rob_vel  1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
rob_abi  0.07400400084041386 0.05792771834507045 0.06853327262833557 0.07355450143965198 0.060697593497074584 0.06169240669783535 0.05216746254121059 0.052260506251833094 0.06480881285850211 0.06361515332687054 0.05922536962634199 0.05806643545711812 0.07530679829514234 0.07488943599640555 0.07035355298559692 0.0648618085200499 0.06294302168837261 0.07614937333191492 0.06294100770882634 0.07262683325260044

