time 2020-10-30 16:54:58
robNum  40
taskNum  10
comp_threshold  0
rob2taskDisMat  110.5350623105628 92.59049627256569 56.938563381947034 39.319206502675 47.01063709417264 84.11896337925236 49.040799340956916 43.68065933568311 104.1393297462587 106.07544484940895 110.5350623105628 92.59049627256569 56.938563381947034 39.319206502675 47.01063709417264 84.11896337925236 49.040799340956916 43.68065933568311 104.1393297462587 106.07544484940895 110.5350623105628 92.59049627256569 56.938563381947034 39.319206502675 47.01063709417264 84.11896337925236 49.040799340956916 43.68065933568311 104.1393297462587 106.07544484940895 110.5350623105628 92.59049627256569 56.938563381947034 39.319206502675 47.01063709417264 84.11896337925236 49.040799340956916 43.68065933568311 104.1393297462587 106.07544484940895 110.5350623105628 92.59049627256569 56.938563381947034 39.319206502675 47.01063709417264 84.11896337925236 49.040799340956916 43.68065933568311 104.1393297462587 106.07544484940895 110.5350623105628 92.59049627256569 56.938563381947034 39.319206502675 47.01063709417264 84.11896337925236 49.040799340956916 43.68065933568311 104.1393297462587 106.07544484940895 110.5350623105628 92.59049627256569 56.938563381947034 39.319206502675 47.01063709417264 84.11896337925236 49.040799340956916 43.68065933568311 104.1393297462587 106.07544484940895 110.5350623105628 92.59049627256569 56.938563381947034 39.319206502675 47.01063709417264 84.11896337925236 49.040799340956916 43.68065933568311 104.1393297462587 106.07544484940895 110.5350623105628 92.59049627256569 56.938563381947034 39.319206502675 47.01063709417264 84.11896337925236 49.040799340956916 43.68065933568311 104.1393297462587 106.07544484940895 110.5350623105628 92.59049627256569 56.938563381947034 39.319206502675 47.01063709417264 84.11896337925236 49.040799340956916 43.68065933568311 104.1393297462587 106.07544484940895 110.5350623105628 92.59049627256569 56.938563381947034 39.319206502675 47.01063709417264 84.11896337925236 49.040799340956916 43.68065933568311 104.1393297462587 106.07544484940895 110.5350623105628 92.59049627256569 56.938563381947034 39.319206502675 47.01063709417264 84.11896337925236 49.040799340956916 43.68065933568311 104.1393297462587 106.07544484940895 110.5350623105628 92.59049627256569 56.938563381947034 39.319206502675 47.01063709417264 84.11896337925236 49.040799340956916 43.68065933568311 104.1393297462587 106.07544484940895 110.5350623105628 92.59049627256569 56.938563381947034 39.319206502675 47.01063709417264 84.11896337925236 49.040799340956916 43.68065933568311 104.1393297462587 106.07544484940895 110.5350623105628 92.59049627256569 56.938563381947034 39.319206502675 47.01063709417264 84.11896337925236 49.040799340956916 43.68065933568311 104.1393297462587 106.07544484940895 110.5350623105628 92.59049627256569 56.938563381947034 39.319206502675 47.01063709417264 84.11896337925236 49.040799340956916 43.68065933568311 104.1393297462587 106.07544484940895 110.5350623105628 92.59049627256569 56.938563381947034 39.319206502675 47.01063709417264 84.11896337925236 49.040799340956916 43.68065933568311 104.1393297462587 106.07544484940895 110.5350623105628 92.59049627256569 56.938563381947034 39.319206502675 47.01063709417264 84.11896337925236 49.040799340956916 43.68065933568311 104.1393297462587 106.07544484940895 110.5350623105628 92.59049627256569 56.938563381947034 39.319206502675 47.01063709417264 84.11896337925236 49.040799340956916 43.68065933568311 104.1393297462587 106.07544484940895 110.5350623105628 92.59049627256569 56.938563381947034 39.319206502675 47.01063709417264 84.11896337925236 49.040799340956916 43.68065933568311 104.1393297462587 106.07544484940895 110.5350623105628 92.59049627256569 56.938563381947034 39.319206502675 47.01063709417264 84.11896337925236 49.040799340956916 43.68065933568311 104.1393297462587 106.07544484940895 110.5350623105628 92.59049627256569 56.938563381947034 39.319206502675 47.01063709417264 84.11896337925236 49.040799340956916 43.68065933568311 104.1393297462587 106.07544484940895 110.5350623105628 92.59049627256569 56.938563381947034 39.319206502675 47.01063709417264 84.11896337925236 49.040799340956916 43.68065933568311 104.1393297462587 106.07544484940895 110.5350623105628 92.59049627256569 56.938563381947034 39.319206502675 47.01063709417264 84.11896337925236 49.040799340956916 43.68065933568311 104.1393297462587 106.07544484940895 110.5350623105628 92.59049627256569 56.938563381947034 39.319206502675 47.01063709417264 84.11896337925236 49.040799340956916 43.68065933568311 104.1393297462587 106.07544484940895 110.5350623105628 92.59049627256569 56.938563381947034 39.319206502675 47.01063709417264 84.11896337925236 49.040799340956916 43.68065933568311 104.1393297462587 106.07544484940895 110.5350623105628 92.59049627256569 56.938563381947034 39.319206502675 47.01063709417264 84.11896337925236 49.040799340956916 43.68065933568311 104.1393297462587 106.07544484940895 110.5350623105628 92.59049627256569 56.938563381947034 39.319206502675 47.01063709417264 84.11896337925236 49.040799340956916 43.68065933568311 104.1393297462587 106.07544484940895 110.5350623105628 92.59049627256569 56.938563381947034 39.319206502675 47.01063709417264 84.11896337925236 49.040799340956916 43.68065933568311 104.1393297462587 106.07544484940895 110.5350623105628 92.59049627256569 56.938563381947034 39.319206502675 47.01063709417264 84.11896337925236 49.040799340956916 43.68065933568311 104.1393297462587 106.07544484940895 110.5350623105628 92.59049627256569 56.938563381947034 39.319206502675 47.01063709417264 84.11896337925236 49.040799340956916 43.68065933568311 104.1393297462587 106.07544484940895 110.5350623105628 92.59049627256569 56.938563381947034 39.319206502675 47.01063709417264 84.11896337925236 49.040799340956916 43.68065933568311 104.1393297462587 106.07544484940895 110.5350623105628 92.59049627256569 56.938563381947034 39.319206502675 47.01063709417264 84.11896337925236 49.040799340956916 43.68065933568311 104.1393297462587 106.07544484940895 110.5350623105628 92.59049627256569 56.938563381947034 39.319206502675 47.01063709417264 84.11896337925236 49.040799340956916 43.68065933568311 104.1393297462587 106.07544484940895 110.5350623105628 92.59049627256569 56.938563381947034 39.319206502675 47.01063709417264 84.11896337925236 49.040799340956916 43.68065933568311 104.1393297462587 106.07544484940895 110.5350623105628 92.59049627256569 56.938563381947034 39.319206502675 47.01063709417264 84.11896337925236 49.040799340956916 43.68065933568311 104.1393297462587 106.07544484940895 110.5350623105628 92.59049627256569 56.938563381947034 39.319206502675 47.01063709417264 84.11896337925236 49.040799340956916 43.68065933568311 104.1393297462587 106.07544484940895 110.5350623105628 92.59049627256569 56.938563381947034 39.319206502675 47.01063709417264 84.11896337925236 49.040799340956916 43.68065933568311 104.1393297462587 106.07544484940895 110.5350623105628 92.59049627256569 56.938563381947034 39.319206502675 47.01063709417264 84.11896337925236 49.040799340956916 43.68065933568311 104.1393297462587 106.07544484940895 110.5350623105628 92.59049627256569 56.938563381947034 39.319206502675 47.01063709417264 84.11896337925236 49.040799340956916 43.68065933568311 104.1393297462587 106.07544484940895
taskDisMat  0.0 30.01666203960727 59.09314681077663 80.99382692526635 65.29931086925804 43.01162633521314 61.554853586049575 73.49829930005184 14.866068747318506 9.486832980505138 30.01666203960727 0.0 53.33854141237835 57.38466694161429 45.617978911828175 52.20153254455275 45.60701700396552 50.60632371551998 37.33630940518894 33.95585369269929 59.09314681077663 53.33854141237835 0.0 45.12205669071391 28.635642126552707 27.313000567495326 20.12461179749811 39.21734310225516 49.4064773081425 52.478567053607705 80.99382692526635 57.38466694161429 45.12205669071391 0.0 18.110770276274835 69.00724599634447 26.019223662515376 7.615773105863909 78.92401408950256 79.1580697086532 65.29931086925804 45.617978911828175 28.635642126552707 18.110770276274835 0.0 51.0098029794274 8.54400374531753 11.045361017187261 61.71709649683789 62.433965115151864 43.01162633521314 52.20153254455275 27.313000567495326 69.00724599634447 51.0098029794274 0.0 43.04648650006177 62.03224967708329 29.274562336608895 34.058772731852805 61.554853586049575 45.60701700396552 20.12461179749811 26.019223662515376 8.54400374531753 43.04648650006177 0.0 19.4164878389476 56.302753041036986 57.62811813689564 73.49829930005184 50.60632371551998 39.21734310225516 7.615773105863909 11.045361017187261 62.03224967708329 19.4164878389476 0.0 71.30918594402827 71.55417527999327 14.866068747318506 37.33630940518894 49.4064773081425 78.92401408950256 61.71709649683789 29.274562336608895 56.302753041036986 71.30918594402827 0.0 5.385164807134504 9.486832980505138 33.95585369269929 52.478567053607705 79.1580697086532 62.433965115151864 34.058772731852805 57.62811813689564 71.55417527999327 5.385164807134504 0.0

rob_x  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
rob_y  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
rob_vel  1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
rob_abi  0.0234667454177682 0.025021503123839953 0.027242608552935293 0.04232019249611026 0.023085024379589293 0.047322932548380006 0.03134831811632678 0.049107921095846316 0.04727668184452134 0.028820707548456434 0.027602304081233802 0.03431030287916804 0.023003874318513563 0.03956150598468252 0.021188606402411134 0.02031518454556017 0.0494775087965139 0.028866495801467537 0.037897119295653245 0.03349533603890294 0.029398425832067837 0.02188894370142936 0.047401760514978214 0.04909439830514347 0.0490938951348941 0.023340869303806758 0.026455798101082954 0.038534206400346674 0.04939858657670231 0.03628739592454147 0.04064569424143138 0.03985503286626048 0.02777257975560935 0.03624806788738896 0.029219633534375407 0.02739143588255277 0.022441062961513634 0.028423601706940266 0.04950130151658208 0.033437067215998865

