time 2020-10-30 16:54:58
robNum  20
taskNum  20
comp_threshold  0
rob2taskDisMat  55.46169849544819 60.08327554319921 107.89810007595129 31.25699921617557 123.3288287465668 32.57299494980466 94.42986815621421 66.12110101926616 87.72684879784524 94.36630754670864 97.98979538707079 69.26037828369117 115.25623627379127 80.43009387039157 49.01020301937138 115.6027681329474 117.80067911519016 60.74537019394976 106.06601717798213 47.38143096192854 55.46169849544819 60.08327554319921 107.89810007595129 31.25699921617557 123.3288287465668 32.57299494980466 94.42986815621421 66.12110101926616 87.72684879784524 94.36630754670864 97.98979538707079 69.26037828369117 115.25623627379127 80.43009387039157 49.01020301937138 115.6027681329474 117.80067911519016 60.74537019394976 106.06601717798213 47.38143096192854 55.46169849544819 60.08327554319921 107.89810007595129 31.25699921617557 123.3288287465668 32.57299494980466 94.42986815621421 66.12110101926616 87.72684879784524 94.36630754670864 97.98979538707079 69.26037828369117 115.25623627379127 80.43009387039157 49.01020301937138 115.6027681329474 117.80067911519016 60.74537019394976 106.06601717798213 47.38143096192854 55.46169849544819 60.08327554319921 107.89810007595129 31.25699921617557 123.3288287465668 32.57299494980466 94.42986815621421 66.12110101926616 87.72684879784524 94.36630754670864 97.98979538707079 69.26037828369117 115.25623627379127 80.43009387039157 49.01020301937138 115.6027681329474 117.80067911519016 60.74537019394976 106.06601717798213 47.38143096192854 55.46169849544819 60.08327554319921 107.89810007595129 31.25699921617557 123.3288287465668 32.57299494980466 94.42986815621421 66.12110101926616 87.72684879784524 94.36630754670864 97.98979538707079 69.26037828369117 115.25623627379127 80.43009387039157 49.01020301937138 115.6027681329474 117.80067911519016 60.74537019394976 106.06601717798213 47.38143096192854 55.46169849544819 60.08327554319921 107.89810007595129 31.25699921617557 123.3288287465668 32.57299494980466 94.42986815621421 66.12110101926616 87.72684879784524 94.36630754670864 97.98979538707079 69.26037828369117 115.25623627379127 80.43009387039157 49.01020301937138 115.6027681329474 117.80067911519016 60.74537019394976 106.06601717798213 47.38143096192854 55.46169849544819 60.08327554319921 107.89810007595129 31.25699921617557 123.3288287465668 32.57299494980466 94.42986815621421 66.12110101926616 87.72684879784524 94.36630754670864 97.98979538707079 69.26037828369117 115.25623627379127 80.43009387039157 49.01020301937138 115.6027681329474 117.80067911519016 60.74537019394976 106.06601717798213 47.38143096192854 55.46169849544819 60.08327554319921 107.89810007595129 31.25699921617557 123.3288287465668 32.57299494980466 94.42986815621421 66.12110101926616 87.72684879784524 94.36630754670864 97.98979538707079 69.26037828369117 115.25623627379127 80.43009387039157 49.01020301937138 115.6027681329474 117.80067911519016 60.74537019394976 106.06601717798213 47.38143096192854 55.46169849544819 60.08327554319921 107.89810007595129 31.25699921617557 123.3288287465668 32.57299494980466 94.42986815621421 66.12110101926616 87.72684879784524 94.36630754670864 97.98979538707079 69.26037828369117 115.25623627379127 80.43009387039157 49.01020301937138 115.6027681329474 117.80067911519016 60.74537019394976 106.06601717798213 47.38143096192854 55.46169849544819 60.08327554319921 107.89810007595129 31.25699921617557 123.3288287465668 32.57299494980466 94.42986815621421 66.12110101926616 87.72684879784524 94.36630754670864 97.98979538707079 69.26037828369117 115.25623627379127 80.43009387039157 49.01020301937138 115.6027681329474 117.80067911519016 60.74537019394976 106.06601717798213 47.38143096192854 55.46169849544819 60.08327554319921 107.89810007595129 31.25699921617557 123.3288287465668 32.57299494980466 94.42986815621421 66.12110101926616 87.72684879784524 94.36630754670864 97.98979538707079 69.26037828369117 115.25623627379127 80.43009387039157 49.01020301937138 115.6027681329474 117.80067911519016 60.74537019394976 106.06601717798213 47.38143096192854 55.46169849544819 60.08327554319921 107.89810007595129 31.25699921617557 123.3288287465668 32.57299494980466 94.42986815621421 66.12110101926616 87.72684879784524 94.36630754670864 97.98979538707079 69.26037828369117 115.25623627379127 80.43009387039157 49.01020301937138 115.6027681329474 117.80067911519016 60.74537019394976 106.06601717798213 47.38143096192854 55.46169849544819 60.08327554319921 107.89810007595129 31.25699921617557 123.3288287465668 32.57299494980466 94.42986815621421 66.12110101926616 87.72684879784524 94.36630754670864 97.98979538707079 69.26037828369117 115.25623627379127 80.43009387039157 49.01020301937138 115.6027681329474 117.80067911519016 60.74537019394976 106.06601717798213 47.38143096192854 55.46169849544819 60.08327554319921 107.89810007595129 31.25699921617557 123.3288287465668 32.57299494980466 94.42986815621421 66.12110101926616 87.72684879784524 94.36630754670864 97.98979538707079 69.26037828369117 115.25623627379127 80.43009387039157 49.01020301937138 115.6027681329474 117.80067911519016 60.74537019394976 106.06601717798213 47.38143096192854 55.46169849544819 60.08327554319921 107.89810007595129 31.25699921617557 123.3288287465668 32.57299494980466 94.42986815621421 66.12110101926616 87.72684879784524 94.36630754670864 97.98979538707079 69.26037828369117 115.25623627379127 80.43009387039157 49.01020301937138 115.6027681329474 117.80067911519016 60.74537019394976 106.06601717798213 47.38143096192854 55.46169849544819 60.08327554319921 107.89810007595129 31.25699921617557 123.3288287465668 32.57299494980466 94.42986815621421 66.12110101926616 87.72684879784524 94.36630754670864 97.98979538707079 69.26037828369117 115.25623627379127 80.43009387039157 49.01020301937138 115.6027681329474 117.80067911519016 60.74537019394976 106.06601717798213 47.38143096192854 55.46169849544819 60.08327554319921 107.89810007595129 31.25699921617557 123.3288287465668 32.57299494980466 94.42986815621421 66.12110101926616 87.72684879784524 94.36630754670864 97.98979538707079 69.26037828369117 115.25623627379127 80.43009387039157 49.01020301937138 115.6027681329474 117.80067911519016 60.74537019394976 106.06601717798213 47.38143096192854 55.46169849544819 60.08327554319921 107.89810007595129 31.25699921617557 123.3288287465668 32.57299494980466 94.42986815621421 66.12110101926616 87.72684879784524 94.36630754670864 97.98979538707079 69.26037828369117 115.25623627379127 80.43009387039157 49.01020301937138 115.6027681329474 117.80067911519016 60.74537019394976 106.06601717798213 47.38143096192854 55.46169849544819 60.08327554319921 107.89810007595129 31.25699921617557 123.3288287465668 32.57299494980466 94.42986815621421 66.12110101926616 87.72684879784524 94.36630754670864 97.98979538707079 69.26037828369117 115.25623627379127 80.43009387039157 49.01020301937138 115.6027681329474 117.80067911519016 60.74537019394976 106.06601717798213 47.38143096192854 55.46169849544819 60.08327554319921 107.89810007595129 31.25699921617557 123.3288287465668 32.57299494980466 94.42986815621421 66.12110101926616 87.72684879784524 94.36630754670864 97.98979538707079 69.26037828369117 115.25623627379127 80.43009387039157 49.01020301937138 115.6027681329474 117.80067911519016 60.74537019394976 106.06601717798213 47.38143096192854
taskDisMat  0.0 45.27692569068709 53.75872022286245 46.52956049652737 75.64390259630977 40.607881008493905 81.12336284942828 25.612496949731394 41.23105625617661 49.24428900898052 65.62011886609167 51.03920062069938 62.48199740725323 39.0 23.021728866442675 62.289646009589745 64.38167441127949 43.93176527297759 56.79788728465171 49.64876634922564 45.27692569068709 0.0 70.11419257183242 30.01666203960727 71.69379331573968 27.51363298439521 38.3275357934736 70.83784299369935 41.593268686170845 44.598206241955516 38.8329756778952 9.219544457292887 72.56721022610694 31.575306807693888 63.52952069707436 74.14849964766651 76.2954782408499 2.0 58.82176467941097 16.401219466856727 53.75872022286245 70.11419257183242 0.0 90.13878188659973 32.984845004941285 84.50443775329198 86.53900854527974 61.465437442517235 29.154759474226502 30.083217912982647 55.569775957799216 68.18357573492314 11.045361017187261 39.05124837953327 72.11102550927978 9.486832980505138 11.180339887498949 68.11754546370561 19.79898987322333 84.17244204607586 46.52956049652737 30.01666203960727 90.13878188659973 0.0 98.85848471426213 6.0 63.198101237299845 67.62396025078685 65.0 70.21395872616783 68.79680225126747 38.91015291668744 95.2732911156112 56.0357029044876 54.08326913195984 96.25487000666512 98.48857801796105 31.064449134018133 83.52843827104634 16.1245154965971 75.64390259630977 71.69379331573968 32.984845004941285 98.85848471426213 0.0 94.26027795418386 72.00694410957877 90.2551937563706 35.805027579936315 29.0 40.19950248448356 65.79513659838392 22.847319317591726 43.139309220245984 97.40636529508737 25.495097567963924 25.553864678361276 69.9714227381436 18.973665961010276 87.98295289429652 40.607881008493905 27.51363298439521 84.50443775329198 6.0 94.26027795418386 0.0 63.00793600809346 62.16912416947821 59.90826320300064 65.43699259593154 65.76473218982953 36.68787265568828 89.89438247187641 51.22499389946279 49.20365840057018 90.80198235721508 93.03762679690406 28.231188426986208 78.49203781276162 16.492422502470642 81.12336284942828 38.3275357934736 86.53900854527974 63.198101237299845 72.00694410957877 63.00793600809346 0.0 106.53168542738823 59.16924876994806 56.462376853972415 32.38826948140329 30.463092423455635 83.93449827097318 51.40038910358559 101.23734488813898 86.40023148117139 88.05679985100527 38.897300677553446 68.6804193347711 47.095647357266465 25.612496949731394 70.83784299369935 61.465437442517235 67.62396025078685 90.2551937563706 62.16912416947821 106.53168542738823 0.0 60.29925372672534 68.18357573492314 88.60022573334675 76.60939890117922 72.11102550927978 61.1310068623117 17.26267650163207 70.9365914038728 72.61542535852834 69.52697318307479 71.56814934033156 73.81734213584231 41.23105625617661 41.593268686170845 29.154759474226502 65.0 35.805027579936315 59.90826320300064 59.16924876994806 60.29925372672534 0.0 8.06225774829855 31.400636936215164 39.05124837953327 31.04834939252005 10.04987562112089 63.953107821277925 32.55764119219941 34.713109915419565 39.6232255123179 18.601075237738275 56.61271941887264 49.24428900898052 44.598206241955516 30.083217912982647 70.21395872616783 29.0 65.43699259593154 56.462376853972415 68.18357573492314 8.06225774829855 0.0 26.248809496813376 40.44749683231337 29.0 14.212670403551895 72.00694410957877 31.064449134018133 33.015148038438355 42.720018726587654 14.317821063276353 60.41522986797286 65.62011886609167 38.8329756778952 55.569775957799216 68.79680225126747 40.19950248448356 65.76473218982953 32.38826948140329 88.60022573334675 31.400636936215164 26.248809496813376 0.0 30.479501308256342 51.86520991955976 27.51363298439521 88.36288813749809 54.42425929675111 55.97320787662612 37.73592452822641 36.76955262170047 54.67174773134658 51.03920062069938 9.219544457292887 68.18357573492314 38.91015291668744 65.79513659838392 36.68787265568828 30.463092423455635 76.60939890117922 39.05124837953327 40.44749683231337 30.479501308256342 0.0 69.26037828369117 29.154759474226502 70.77428911688199 71.11258679024411 73.17103251970687 9.0 54.74486277268398 24.20743687382041 62.48199740725323 72.56721022610694 11.045361017187261 95.2732911156112 22.847319317591726 89.89438247187641 83.93449827097318 72.11102550927978 31.04834939252005 29.0 51.86520991955976 69.26037828369117 0.0 41.0 81.98780397107853 2.8284271247461903 4.123105625617661 70.61161377563892 15.297058540778355 87.64131445842195 39.0 31.575306807693888 39.05124837953327 56.0357029044876 43.139309220245984 51.22499389946279 51.40038910358559 61.1310068623117 10.04987562112089 14.212670403551895 27.51363298439521 29.154759474226502 41.0 0.0 62.00806399170998 42.579337712087536 44.721359549995796 29.614185789921695 27.730849247724095 46.8187996428785 23.021728866442675 63.52952069707436 72.11102550927978 54.08326913195984 97.40636529508737 49.20365840057018 101.23734488813898 17.26267650163207 63.953107821277925 72.00694410957877 88.36288813749809 70.77428911688199 81.98780397107853 62.00806399170998 0.0 81.30190649671138 83.21658488546619 62.609903369994115 78.43468620451031 62.96824596572466 62.289646009589745 74.14849964766651 9.486832980505138 96.25487000666512 25.495097567963924 90.80198235721508 86.40023148117139 70.9365914038728 32.55764119219941 31.064449134018133 54.42425929675111 71.11258679024411 2.8284271247461903 42.579337712087536 81.30190649671138 0.0 2.23606797749979 72.18032973047436 17.72004514666935 89.02246907382428 64.38167441127949 76.2954782408499 11.180339887498949 98.48857801796105 25.553864678361276 93.03762679690406 88.05679985100527 72.61542535852834 34.713109915419565 33.015148038438355 55.97320787662612 73.17103251970687 4.123105625617661 44.721359549995796 83.21658488546619 2.23606797749979 0.0 74.33034373659252 19.4164878389476 91.21403400793103 43.93176527297759 2.0 68.11754546370561 31.064449134018133 69.9714227381436 28.231188426986208 38.897300677553446 69.52697318307479 39.6232255123179 42.720018726587654 37.73592452822641 9.0 70.61161377563892 29.614185789921695 62.609903369994115 72.18032973047436 74.33034373659252 0.0 56.92099788303083 18.027756377319946 56.79788728465171 58.82176467941097 19.79898987322333 83.52843827104634 18.973665961010276 78.49203781276162 68.6804193347711 71.56814934033156 18.601075237738275 14.317821063276353 36.76955262170047 54.74486277268398 15.297058540778355 27.730849247724095 78.43468620451031 17.72004514666935 19.4164878389476 56.92099788303083 0.0 74.46475676452586 49.64876634922564 16.401219466856727 84.17244204607586 16.1245154965971 87.98295289429652 16.492422502470642 47.095647357266465 73.81734213584231 56.61271941887264 60.41522986797286 54.67174773134658 24.20743687382041 87.64131445842195 46.8187996428785 62.96824596572466 89.02246907382428 91.21403400793103 18.027756377319946 74.46475676452586 0.0

rob_x  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
rob_y  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
rob_vel  1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
rob_abi  0.0785637424485946 0.0624788004049973 0.050359533420469234 0.05487066260733553 0.05872350038184212 0.05347417043852212 0.0629186218814283 0.06838911351950576 0.05834940605382508 0.07304437547642248 0.07156996359650972 0.06482453269720782 0.05843913740110831 0.057677145974796985 0.05517121478676735 0.05428449124508713 0.05283803851835568 0.0607058120941379 0.07233392065025904 0.07089156975015225

