time 2020-10-30 16:54:57
robNum  11
taskNum  11
comp_threshold  0
rob2taskDisMat  62.96824596572466 99.62429422585637 50.00999900019995 46.389654018972806 65.86349520030045 52.15361924162119 50.00999900019995 60.876925020897694 48.76474136094644 58.82176467941097 75.0066663703967 55.0 67.80117993073571 89.20201791439474 16.55294535724685 54.147945482723536 87.92041856133307 89.20201791439474 62.51399843235114 10.0 55.226805085936306 72.02777242147643 52.49761899362675 92.22797840135064 32.2490309931942 49.24428900898052 56.04462507680822 34.0147027033899 32.2490309931942 47.885279575251516 53.823786563191554 47.75981574503821 61.587336360651285 62.42595614005443 50.24937810560445 112.2007130102122 44.384682042344295 59.36328831862332 109.48059188732951 112.2007130102122 72.80109889280519 42.190046219457976 65.43699259593154 76.02631123499285 69.26037828369117 89.8276126811795 88.3911760301898 29.5296461204668 69.6419413859206 88.54377448471462 88.3911760301898 74.14849964766651 24.20743687382041 67.91170738539859 86.1278120005379 7.0710678118654755 42.42640687119285 57.77542730261716 33.54101966249684 7.810249675906654 54.120236510939236 57.77542730261716 15.652475842498529 40.311288741492746 8.06225774829855 24.186773244895647 32.2490309931942 70.61161377563892 41.23105625617661 31.89043743820395 35.34119409414458 39.96248240537617 41.23105625617661 30.479501308256342 38.01315561749642 28.0178514522438 44.598206241955516 27.892651361962706 55.569775957799216 48.27007354458868 67.0 30.083217912982647 42.95346318982906 48.27007354458868 20.024984394500787 74.00675644831355 27.073972741361768 13.45362404707371 68.0294054067798 62.369864518050704 113.17243480636087 41.340053217188775 65.55150646628954 111.03603018840326 113.17243480636087 77.82673062643708 37.16180835212409 70.2353187506115 83.16850365372699 48.703182647543684 51.478150704935004 93.50935782048768 23.769728648009426 46.57252408878007 91.21951545584969 93.50935782048768 58.180752831155424 22.02271554554524 50.566787519082126 64.53681120105021 27.202941017470888 61.465437442517235 38.47076812334269 62.64982043070834 30.479501308256342 33.24154027718932 38.47076812334269 17.0 69.72087205421343 24.596747752497688 18.681541692269406
taskDisMat  0.0 41.012193308819754 56.32051136131489 40.607881008493905 4.123105625617661 52.20153254455275 56.32051136131489 10.63014581273465 47.38143096192854 5.0 17.11724276862369 41.012193308819754 0.0 96.5090669315583 61.84658438426491 37.0 91.98369420718001 96.5090669315583 49.64876634922564 65.76473218982953 46.010868281309364 42.95346318982906 56.32051136131489 96.5090669315583 0.0 73.10950690573696 60.440052945046304 5.385164807134504 0.0 46.87216658103186 79.20227269466452 51.54609587543949 56.00892785976178 40.607881008493905 61.84658438426491 73.10950690573696 0.0 40.52159917870962 71.61005515987263 73.10950690573696 47.01063709417264 7.0710678118654755 40.049968789001575 57.706152185014034 4.123105625617661 37.0 60.440052945046304 40.52159917870962 0.0 56.302753041036986 60.440052945046304 14.422205101855956 47.07440918375928 9.055385138137417 18.110770276274835 52.20153254455275 91.98369420718001 5.385164807134504 71.61005515987263 56.302753041036986 0.0 5.385164807134504 42.44997055358225 77.93587107359485 47.53945729601885 51.0098029794274 56.32051136131489 96.5090669315583 0.0 73.10950690573696 60.440052945046304 5.385164807134504 0.0 46.87216658103186 79.20227269466452 51.54609587543949 56.00892785976178 10.63014581273465 49.64876634922564 46.87216658103186 47.01063709417264 14.422205101855956 42.44997055358225 46.87216658103186 0.0 54.037024344425184 7.615773105863909 14.142135623730951 47.38143096192854 65.76473218982953 79.20227269466452 7.0710678118654755 47.07440918375928 77.93587107359485 79.20227269466452 54.037024344425184 0.0 47.01063709417264 64.4980619863884 5.0 46.010868281309364 51.54609587543949 40.049968789001575 9.055385138137417 47.53945729601885 51.54609587543949 7.615773105863909 47.01063709417264 0.0 18.384776310850235 17.11724276862369 42.95346318982906 56.00892785976178 57.706152185014034 18.110770276274835 51.0098029794274 56.00892785976178 14.142135623730951 64.4980619863884 18.384776310850235 0.0

rob_x  6.0 59.0 9.0 95.0 38.0 58.0 31.0 52.0 87.0 75.0 43.0
rob_y  62.0 83.0 44.0 79.0 94.0 35.0 44.0 1.0 90.0 74.0 6.0
rob_vel  1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
rob_abi  0.1918947288731977 0.09093707871168638 0.028769916761817033 0.11746268192996777 0.11373775299828354 0.1904901036929976 0.18812902369583384 0.05599921891644172 0.1969386529932944 0.09571542379395076 0.5325572847948635

task_x  59.0 100.0 5.0 52.0 63.0 10.0 5.0 51.0 53.0 54.0 61.0
task_y  28.0 29.0 12.0 68.0 29.0 10.0 12.0 21.0 75.0 28.0 11.0
task_rate  0.2589609258637922 0.17525554927888456 0.039812993732872184 0.2874775759821625 0.2678655847971495 0.21720579374446397 0.1852389161525073 0.24162206405287365 0.04875081516425327 0.25389482308838573 0.322934475231827
task_init_demand  2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455
