time 2020-10-30 16:54:57
robNum  10
taskNum  15
comp_threshold  0
rob2taskDisMat  100.64790112068906 137.93114224133723 63.0317380372777 14.035668847618199 62.00806399170998 107.35455276791944 8.54400374531753 103.3537614216338 61.032778078668514 58.69412236331676 62.625873247404705 99.80981915623332 56.859475903318 58.249463516842795 104.65658125507444 100.64790112068906 137.93114224133723 63.0317380372777 14.035668847618199 62.00806399170998 107.35455276791944 8.54400374531753 103.3537614216338 61.032778078668514 58.69412236331676 62.625873247404705 99.80981915623332 56.859475903318 58.249463516842795 104.65658125507444 100.64790112068906 137.93114224133723 63.0317380372777 14.035668847618199 62.00806399170998 107.35455276791944 8.54400374531753 103.3537614216338 61.032778078668514 58.69412236331676 62.625873247404705 99.80981915623332 56.859475903318 58.249463516842795 104.65658125507444 100.64790112068906 137.93114224133723 63.0317380372777 14.035668847618199 62.00806399170998 107.35455276791944 8.54400374531753 103.3537614216338 61.032778078668514 58.69412236331676 62.625873247404705 99.80981915623332 56.859475903318 58.249463516842795 104.65658125507444 100.64790112068906 137.93114224133723 63.0317380372777 14.035668847618199 62.00806399170998 107.35455276791944 8.54400374531753 103.3537614216338 61.032778078668514 58.69412236331676 62.625873247404705 99.80981915623332 56.859475903318 58.249463516842795 104.65658125507444 100.64790112068906 137.93114224133723 63.0317380372777 14.035668847618199 62.00806399170998 107.35455276791944 8.54400374531753 103.3537614216338 61.032778078668514 58.69412236331676 62.625873247404705 99.80981915623332 56.859475903318 58.249463516842795 104.65658125507444 100.64790112068906 137.93114224133723 63.0317380372777 14.035668847618199 62.00806399170998 107.35455276791944 8.54400374531753 103.3537614216338 61.032778078668514 58.69412236331676 62.625873247404705 99.80981915623332 56.859475903318 58.249463516842795 104.65658125507444 100.64790112068906 137.93114224133723 63.0317380372777 14.035668847618199 62.00806399170998 107.35455276791944 8.54400374531753 103.3537614216338 61.032778078668514 58.69412236331676 62.625873247404705 99.80981915623332 56.859475903318 58.249463516842795 104.65658125507444 100.64790112068906 137.93114224133723 63.0317380372777 14.035668847618199 62.00806399170998 107.35455276791944 8.54400374531753 103.3537614216338 61.032778078668514 58.69412236331676 62.625873247404705 99.80981915623332 56.859475903318 58.249463516842795 104.65658125507444 100.64790112068906 137.93114224133723 63.0317380372777 14.035668847618199 62.00806399170998 107.35455276791944 8.54400374531753 103.3537614216338 61.032778078668514 58.69412236331676 62.625873247404705 99.80981915623332 56.859475903318 58.249463516842795 104.65658125507444
taskDisMat  0.0 53.33854141237835 47.0 93.98404119849285 41.0 8.06225774829855 94.42986815621421 2.8284271247461903 40.80441152620633 48.25971404805462 40.792156108742276 6.324555320336759 44.598206241955516 43.32435804486894 4.123105625617661 53.33854141237835 0.0 74.95331880577403 127.40486646906389 77.20103626247513 54.037024344425184 130.10764773832474 51.15662224971465 79.05694150420949 79.2464510246358 76.40026177965623 59.135437767890075 83.23460818673925 81.8413098624405 52.03844732503075 47.0 74.95331880577403 0.0 52.630789467763066 11.40175425099138 55.00909015790027 55.154328932550705 49.040799340956916 14.422205101855956 5.0990195135927845 10.63014581273465 49.36598018878993 15.811388300841896 15.231546211727817 51.0098029794274 93.98404119849285 127.40486646906389 52.630789467763066 0.0 53.665631459994955 101.19288512538814 6.324555320336759 96.56603957913983 53.31041174104736 48.82622246293481 54.120236510939236 93.96275858019496 49.39635614091387 50.695167422546305 98.08159868191383 41.0 77.20103626247513 11.40175425099138 53.665631459994955 0.0 48.662100242385755 54.91812087098393 43.41658669218482 3.1622776601683795 8.94427190999916 1.0 42.1070065428546 6.324555320336759 5.0990195135927845 45.12205669071391 8.06225774829855 54.037024344425184 55.00909015790027 101.19288512538814 48.662100242385755 0.0 101.39033484509261 6.708203932499369 48.27007354458868 56.142675390472796 48.507731342539614 7.810249675906654 51.92301994298868 50.695167422546305 4.47213595499958 94.42986815621421 130.10764773832474 55.154328932550705 6.324555320336759 54.91812087098393 101.39033484509261 0.0 97.082439194738 54.20332093147061 50.99019513592785 55.47071299343465 93.98404119849285 50.11985634456667 51.478150704935004 98.48857801796105 2.8284271247461903 51.15662224971465 49.040799340956916 96.56603957913983 43.41658669218482 6.708203932499369 97.082439194738 0.0 43.32435804486894 50.48762224545735 43.174066289845804 8.0 47.16990566028302 45.880278987817846 2.23606797749979 40.80441152620633 79.05694150420949 14.422205101855956 53.31041174104736 3.1622776601683795 48.27007354458868 54.20332093147061 43.32435804486894 0.0 11.40175425099138 4.123105625617661 41.43669871020132 4.242640687119285 2.8284271247461903 44.9221548904324 48.25971404805462 79.2464510246358 5.0990195135927845 48.82622246293481 8.94427190999916 56.142675390472796 50.99019513592785 50.48762224545735 11.40175425099138 0.0 8.54400374531753 50.00999900019995 11.661903789690601 11.40175425099138 52.3450093132096 40.792156108742276 76.40026177965623 10.63014581273465 54.120236510939236 1.0 48.507731342539614 55.47071299343465 43.174066289845804 4.123105625617661 8.54400374531753 0.0 42.04759208325728 7.280109889280518 6.082762530298219 44.91102314577124 6.324555320336759 59.135437767890075 49.36598018878993 93.96275858019496 42.1070065428546 7.810249675906654 93.98404119849285 8.0 41.43669871020132 50.00999900019995 42.04759208325728 0.0 44.91102314577124 43.73785545725808 7.280109889280518 44.598206241955516 83.23460818673925 15.811388300841896 49.39635614091387 6.324555320336759 51.92301994298868 50.11985634456667 47.16990566028302 4.242640687119285 11.661903789690601 7.280109889280518 44.91102314577124 0.0 1.4142135623730951 48.703182647543684 43.32435804486894 81.8413098624405 15.231546211727817 50.695167422546305 5.0990195135927845 50.695167422546305 51.478150704935004 45.880278987817846 2.8284271247461903 11.40175425099138 6.082762530298219 43.73785545725808 1.4142135623730951 0.0 47.43416490252569 4.123105625617661 52.03844732503075 51.0098029794274 98.08159868191383 45.12205669071391 4.47213595499958 98.48857801796105 2.23606797749979 44.9221548904324 52.3450093132096 44.91102314577124 7.280109889280518 48.703182647543684 47.43416490252569 0.0

rob_x  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
rob_y  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
rob_vel  1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
rob_abi  0.03282909023923074 0.04240296446799301 0.03202651416979575 0.030564492640569596 0.04719206312647632 0.021116182943571107 0.04558681902594502 0.03366223949217224 0.04551188710956244 0.03720649898505703

