time 2020-10-30 16:54:58
robNum  10
taskNum  20
comp_threshold  0
rob2taskDisMat  53.907327887774215 53.71219600798314 60.108235708594876 28.0178514522438 33.60059523282288 66.52818951391959 38.07886552931954 46.09772228646444 29.068883707497267 35.805027579936315 57.4543296888929 23.323807579381203 29.274562336608895 55.036351623268054 14.560219778561036 60.440052945046304 20.396078054371138 16.401219466856727 6.324555320336759 52.3450093132096 53.907327887774215 53.71219600798314 60.108235708594876 28.0178514522438 33.60059523282288 66.52818951391959 38.07886552931954 46.09772228646444 29.068883707497267 35.805027579936315 57.4543296888929 23.323807579381203 29.274562336608895 55.036351623268054 14.560219778561036 60.440052945046304 20.396078054371138 16.401219466856727 6.324555320336759 52.3450093132096 53.907327887774215 53.71219600798314 60.108235708594876 28.0178514522438 33.60059523282288 66.52818951391959 38.07886552931954 46.09772228646444 29.068883707497267 35.805027579936315 57.4543296888929 23.323807579381203 29.274562336608895 55.036351623268054 14.560219778561036 60.440052945046304 20.396078054371138 16.401219466856727 6.324555320336759 52.3450093132096 53.907327887774215 53.71219600798314 60.108235708594876 28.0178514522438 33.60059523282288 66.52818951391959 38.07886552931954 46.09772228646444 29.068883707497267 35.805027579936315 57.4543296888929 23.323807579381203 29.274562336608895 55.036351623268054 14.560219778561036 60.440052945046304 20.396078054371138 16.401219466856727 6.324555320336759 52.3450093132096 53.907327887774215 53.71219600798314 60.108235708594876 28.0178514522438 33.60059523282288 66.52818951391959 38.07886552931954 46.09772228646444 29.068883707497267 35.805027579936315 57.4543296888929 23.323807579381203 29.274562336608895 55.036351623268054 14.560219778561036 60.440052945046304 20.396078054371138 16.401219466856727 6.324555320336759 52.3450093132096 53.907327887774215 53.71219600798314 60.108235708594876 28.0178514522438 33.60059523282288 66.52818951391959 38.07886552931954 46.09772228646444 29.068883707497267 35.805027579936315 57.4543296888929 23.323807579381203 29.274562336608895 55.036351623268054 14.560219778561036 60.440052945046304 20.396078054371138 16.401219466856727 6.324555320336759 52.3450093132096 53.907327887774215 53.71219600798314 60.108235708594876 28.0178514522438 33.60059523282288 66.52818951391959 38.07886552931954 46.09772228646444 29.068883707497267 35.805027579936315 57.4543296888929 23.323807579381203 29.274562336608895 55.036351623268054 14.560219778561036 60.440052945046304 20.396078054371138 16.401219466856727 6.324555320336759 52.3450093132096 53.907327887774215 53.71219600798314 60.108235708594876 28.0178514522438 33.60059523282288 66.52818951391959 38.07886552931954 46.09772228646444 29.068883707497267 35.805027579936315 57.4543296888929 23.323807579381203 29.274562336608895 55.036351623268054 14.560219778561036 60.440052945046304 20.396078054371138 16.401219466856727 6.324555320336759 52.3450093132096 53.907327887774215 53.71219600798314 60.108235708594876 28.0178514522438 33.60059523282288 66.52818951391959 38.07886552931954 46.09772228646444 29.068883707497267 35.805027579936315 57.4543296888929 23.323807579381203 29.274562336608895 55.036351623268054 14.560219778561036 60.440052945046304 20.396078054371138 16.401219466856727 6.324555320336759 52.3450093132096 53.907327887774215 53.71219600798314 60.108235708594876 28.0178514522438 33.60059523282288 66.52818951391959 38.07886552931954 46.09772228646444 29.068883707497267 35.805027579936315 57.4543296888929 23.323807579381203 29.274562336608895 55.036351623268054 14.560219778561036 60.440052945046304 20.396078054371138 16.401219466856727 6.324555320336759 52.3450093132096
taskDisMat  0.0 90.93404203047393 83.38465086573187 58.249463516842795 65.45991139621256 90.55385138137417 22.090722034374522 38.3275357934736 50.28916384272063 67.05221845696084 84.71717653463199 32.64965543462902 80.1311425102625 23.430749027719962 47.43416490252569 12.36931687685298 37.44329045369811 37.53664875824692 57.42821606144492 79.00632886041473 90.93404203047393 0.0 22.135943621178654 33.015148038438355 84.62860036654276 23.0 68.8839603971781 98.2344135219425 82.76472678623425 86.6083136886985 106.21675950620975 61.032778078668514 32.802438933713454 77.25283166331187 68.15423684555495 90.52071586106685 71.30918594402827 63.150613615387776 47.4236228055175 17.804493814764857 83.38465086573187 22.135943621178654 0.0 32.802438933713454 93.50935782048768 7.280109889280518 61.814237842102365 99.29753269845128 88.09086218218096 95.67131231461184 116.82465493208187 58.69412236331676 48.76474136094644 65.37583651472461 73.10950690573696 80.09993757800315 73.24616030891995 64.1404708432983 54.56189146281496 8.06225774829855 58.249463516842795 33.015148038438355 32.802438933713454 0.0 61.61168720299745 39.66106403010388 36.40054944640259 67.23094525588644 55.31726674375732 63.8200595424354 85.44003745317531 28.160255680657446 29.966648127543394 47.43416490252569 40.36087214122113 59.09314681077663 40.70626487409524 31.78049716414141 23.259406699226016 25.553864678361276 65.45991139621256 84.62860036654276 93.50935782048768 61.61168720299745 0.0 99.72462083156798 60.00833275470999 35.38361202590826 15.231546211727817 2.23606797749979 24.166091947189145 47.67598976424087 54.12947441089743 77.05841939723393 23.769728648009426 76.15773105863909 31.0 37.656340767525464 38.948684188300895 85.63293758829018 90.55385138137417 23.0 7.280109889280518 39.66106403010388 99.72462083156798 0.0 69.05070600652827 106.4377752492037 94.81033698917012 101.86265262597475 122.78843593759146 65.92419889539804 52.92447448959697 72.17340230306452 79.81227975693966 87.02298546935747 80.26207074328447 71.19691004531025 60.81118318204309 14.212670403551895 22.090722034374522 68.8839603971781 61.814237842102365 36.40054944640259 60.00833275470999 69.05070600652827 0.0 45.0 46.52956049652737 62.03224967708329 82.73451516749222 14.7648230602334 60.60528029800704 17.46424919657298 37.33630940518894 23.600847442411894 29.017236257093817 23.769728648009426 39.824615503479755 57.07889277132134 38.3275357934736 98.2344135219425 99.29753269845128 67.23094525588644 35.38361202590826 106.4377752492037 45.0 0.0 22.360679774997898 36.069377593742864 48.703182647543684 41.048751503547585 75.0066663703967 57.77542730261716 32.01562118716424 50.635955604688654 26.92582403567252 35.4682957019364 52.23983154643591 92.61209424259879 50.28916384272063 82.76472678623425 88.09086218218096 55.31726674375732 15.231546211727817 94.81033698917012 46.52956049652737 22.360679774997898 0.0 16.76305461424021 36.22154055254967 35.84689665786984 55.731499172371095 63.071388124885914 15.0 61.18823416311342 18.027756377319946 26.419689627245813 35.34119409414458 80.60397012554654 67.05221845696084 86.6083136886985 95.67131231461184 63.8200595424354 2.23606797749979 101.86265262597475 62.03224967708329 36.069377593742864 16.76305461424021 0.0 21.93171219946131 49.8196748283246 55.90169943749474 79.02531240052139 25.96150997149434 77.87810988975015 33.015148038438355 39.81205847478876 41.10960958218893 87.78382538941898 84.71717653463199 106.21675950620975 116.82465493208187 85.44003745317531 24.166091947189145 122.78843593759146 82.73451516749222 48.703182647543684 36.22154055254967 21.93171219946131 0.0 71.30918594402827 74.2024258363566 99.24716620639605 47.75981574503821 96.33275663033837 53.9351462406472 61.40032573203501 62.42595614005443 108.85311203635843 32.64965543462902 61.032778078668514 58.69412236331676 28.160255680657446 47.67598976424087 65.92419889539804 14.7648230602334 41.048751503547585 35.84689665786984 49.8196748283246 71.30918594402827 0.0 47.50789408087881 31.953090617340916 24.08318915758459 37.48332962798263 17.88854381999832 10.04987562112089 25.45584412271571 52.49761899362675 80.1311425102625 32.802438933713454 48.76474136094644 29.966648127543394 54.12947441089743 52.92447448959697 60.60528029800704 75.0066663703967 55.731499172371095 55.90169943749474 74.2024258363566 47.50789408087881 0.0 74.96665925596525 43.0 84.20213774008353 49.64876634922564 44.27188724235731 23.769728648009426 41.0 23.430749027719962 77.25283166331187 65.37583651472461 47.43416490252569 77.05841939723393 72.17340230306452 17.46424919657298 57.77542730261716 63.071388124885914 79.02531240052139 99.24716620639605 31.953090617340916 74.96665925596525 0.0 54.74486277268398 15.297058540778355 46.09772228646444 41.23105625617661 56.08029957123981 62.5859409132754 47.43416490252569 68.15423684555495 73.10950690573696 40.36087214122113 23.769728648009426 79.81227975693966 37.33630940518894 32.01562118716424 15.0 25.96150997149434 47.75981574503821 24.08318915758459 43.0 54.74486277268398 0.0 56.36488268416781 10.0 14.035668847618199 20.8806130178211 65.60487786742691 12.36931687685298 90.52071586106685 80.09993757800315 59.09314681077663 76.15773105863909 87.02298546935747 23.600847442411894 50.635955604688654 61.18823416311342 77.87810988975015 96.33275663033837 37.48332962798263 84.20213774008353 15.297058540778355 56.36488268416781 0.0 46.61544808322666 44.654227123532216 62.93647591023825 76.79192665899195 37.44329045369811 71.30918594402827 73.24616030891995 40.70626487409524 31.0 80.26207074328447 29.017236257093817 26.92582403567252 18.027756377319946 33.015148038438355 53.9351462406472 17.88854381999832 49.64876634922564 46.09772228646444 10.0 46.61544808322666 0.0 9.219544457292887 26.076809620810597 66.24198064671678 37.53664875824692 63.150613615387776 64.1404708432983 31.78049716414141 37.656340767525464 71.19691004531025 23.769728648009426 35.4682957019364 26.419689627245813 39.81205847478876 61.40032573203501 10.04987562112089 44.27188724235731 41.23105625617661 14.035668847618199 44.654227123532216 9.219544457292887 0.0 20.615528128088304 57.245087125446844 57.42821606144492 47.4236228055175 54.56189146281496 23.259406699226016 38.948684188300895 60.81118318204309 39.824615503479755 52.23983154643591 35.34119409414458 41.10960958218893 62.42595614005443 25.45584412271571 23.769728648009426 56.08029957123981 20.8806130178211 62.93647591023825 26.076809620810597 20.615528128088304 0.0 46.69047011971501 79.00632886041473 17.804493814764857 8.06225774829855 25.553864678361276 85.63293758829018 14.212670403551895 57.07889277132134 92.61209424259879 80.60397012554654 87.78382538941898 108.85311203635843 52.49761899362675 41.0 62.5859409132754 65.60487786742691 76.79192665899195 66.24198064671678 57.245087125446844 46.69047011971501 0.0

rob_x  50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0
rob_y  50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0
rob_vel  1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
rob_abi  0.046725699799088576 0.023458277930703084 0.0434457692088593 0.022522264572419518 0.029868411823953653 0.04416267951514659 0.026821425110762076 0.037750848183104785 0.04429891340772055 0.03699056582888259

