time 2020-10-30 16:54:57
robNum  10
taskNum  5
comp_threshold  0
rob2taskDisMat  38.47076812334269 46.389654018972806 48.79549159502341 54.45181356024793 52.630789467763066 38.47076812334269 46.389654018972806 48.79549159502341 54.45181356024793 52.630789467763066 38.47076812334269 46.389654018972806 48.79549159502341 54.45181356024793 52.630789467763066 38.47076812334269 46.389654018972806 48.79549159502341 54.45181356024793 52.630789467763066 38.47076812334269 46.389654018972806 48.79549159502341 54.45181356024793 52.630789467763066 38.47076812334269 46.389654018972806 48.79549159502341 54.45181356024793 52.630789467763066 38.47076812334269 46.389654018972806 48.79549159502341 54.45181356024793 52.630789467763066 38.47076812334269 46.389654018972806 48.79549159502341 54.45181356024793 52.630789467763066 38.47076812334269 46.389654018972806 48.79549159502341 54.45181356024793 52.630789467763066 38.47076812334269 46.389654018972806 48.79549159502341 54.45181356024793 52.630789467763066
taskDisMat  0.0 16.97056274847714 86.40023148117139 91.8313671900838 89.27485648266257 16.97056274847714 0.0 90.33825324855468 95.29428104561154 91.92388155425118 86.40023148117139 90.33825324855468 0.0 5.830951894845301 7.280109889280518 91.8313671900838 95.29428104561154 5.830951894845301 0.0 5.385164807134504 89.27485648266257 91.92388155425118 7.280109889280518 5.385164807134504 0.0

rob_x  50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0
rob_y  50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0
rob_vel  1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
rob_abi  0.024530292613515803 0.04755942185297903 0.04563706325622689 0.04556492873539903 0.021584337645126017 0.022736542503316984 0.04439167406696966 0.03407500479395564 0.031107595734137773 0.04954062416688072

task_x  16.0 4.0 85.0 88.0 83.0
task_y  68.0 56.0 16.0 11.0 9.0
task_rate  0.13987618526988893 0.09460831137345709 0.12366255188324268 0.07699894837318107 0.07500084772735346
task_init_demand  2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455
