time 2020-10-30 16:54:57
robNum  10
taskNum  10
comp_threshold  0
rob2taskDisMat  65.11528238439882 14.212670403551895 50.21951811795888 22.627416997969522 48.041648597857254 27.294688127912362 31.89043743820395 36.796738985948195 39.293765408777 48.76474136094644 65.11528238439882 14.212670403551895 50.21951811795888 22.627416997969522 48.041648597857254 27.294688127912362 31.89043743820395 36.796738985948195 39.293765408777 48.76474136094644 65.11528238439882 14.212670403551895 50.21951811795888 22.627416997969522 48.041648597857254 27.294688127912362 31.89043743820395 36.796738985948195 39.293765408777 48.76474136094644 65.11528238439882 14.212670403551895 50.21951811795888 22.627416997969522 48.041648597857254 27.294688127912362 31.89043743820395 36.796738985948195 39.293765408777 48.76474136094644 65.11528238439882 14.212670403551895 50.21951811795888 22.627416997969522 48.041648597857254 27.294688127912362 31.89043743820395 36.796738985948195 39.293765408777 48.76474136094644 65.11528238439882 14.212670403551895 50.21951811795888 22.627416997969522 48.041648597857254 27.294688127912362 31.89043743820395 36.796738985948195 39.293765408777 48.76474136094644 65.11528238439882 14.212670403551895 50.21951811795888 22.627416997969522 48.041648597857254 27.294688127912362 31.89043743820395 36.796738985948195 39.293765408777 48.76474136094644 65.11528238439882 14.212670403551895 50.21951811795888 22.627416997969522 48.041648597857254 27.294688127912362 31.89043743820395 36.796738985948195 39.293765408777 48.76474136094644 65.11528238439882 14.212670403551895 50.21951811795888 22.627416997969522 48.041648597857254 27.294688127912362 31.89043743820395 36.796738985948195 39.293765408777 48.76474136094644 65.11528238439882 14.212670403551895 50.21951811795888 22.627416997969522 48.041648597857254 27.294688127912362 31.89043743820395 36.796738985948195 39.293765408777 48.76474136094644
taskDisMat  0.0 50.93132631298737 115.10864433221339 69.85699678629192 104.78549517943789 64.19501538281614 33.60059523282288 101.83319694480774 100.43903623591775 21.587033144922902 50.93132631298737 0.0 64.40496875241847 27.892651361962706 59.413803110051795 28.30194339616981 18.027756377319946 50.91168824543142 51.478150704935004 34.92849839314596 115.10864433221339 64.40496875241847 0.0 51.478150704935004 31.78049716414141 59.941638282582836 81.5659242576212 16.1245154965971 32.28002478313795 98.79271228182775 69.85699678629192 27.892651361962706 51.478150704935004 0.0 34.92849839314596 8.54400374531753 37.8549864614954 43.93176527297759 54.3323108288245 59.413803110051795 104.78549517943789 59.413803110051795 31.78049716414141 34.92849839314596 0.0 41.340053217188775 72.42237223399962 37.013511046643494 55.17245689653489 93.39164844888434 64.19501538281614 28.30194339616981 59.941638282582836 8.54400374531753 41.340053217188775 0.0 34.0 52.392747589718944 62.07253821135398 56.00892785976178 33.60059523282288 18.027756377319946 81.5659242576212 37.8549864614954 72.42237223399962 34.0 0.0 68.6804193347711 69.31810730249349 22.02271554554524 101.83319694480774 50.91168824543142 16.1245154965971 43.93176527297759 37.013511046643494 52.392747589718944 68.6804193347711 0.0 18.601075237738275 84.40379138403677 100.43903623591775 51.478150704935004 32.28002478313795 54.3323108288245 55.17245689653489 62.07253821135398 69.31810730249349 18.601075237738275 0.0 80.8084154033477 21.587033144922902 34.92849839314596 98.79271228182775 59.413803110051795 93.39164844888434 56.00892785976178 22.02271554554524 84.40379138403677 80.8084154033477 0.0

rob_x  50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0
rob_y  50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0
rob_vel  1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
rob_abi  0.04063369782359221 0.04861245764332556 0.04320387400712767 0.020083412583193985 0.04890718754446448 0.029991239268008806 0.0351794048981832 0.0393974903437667 0.020800499070112558 0.04437669048005564

task_x  98.0 61.0 9.0 34.0 2.0 37.0 71.0 25.0 40.0 93.0
task_y  94.0 59.0 21.0 66.0 52.0 74.0 74.0 23.0 12.0 73.0
task_rate  0.12911079363323347 0.19555857979328384 0.13033259376916023 0.15651201867964756 0.11113935635410319 0.12804332064189122 0.12075216616641071 0.1216480156473195 0.12353213469847045 0.1914477461565985
task_init_demand  2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455
