time 2020-10-30 16:54:57
robNum  30
taskNum  5
comp_threshold  0
rob2taskDisMat  106.50821564555478 32.64965543462902 60.728905802755904 22.847319317591726 87.32124598286491 106.50821564555478 32.64965543462902 60.728905802755904 22.847319317591726 87.32124598286491 106.50821564555478 32.64965543462902 60.728905802755904 22.847319317591726 87.32124598286491 106.50821564555478 32.64965543462902 60.728905802755904 22.847319317591726 87.32124598286491 106.50821564555478 32.64965543462902 60.728905802755904 22.847319317591726 87.32124598286491 106.50821564555478 32.64965543462902 60.728905802755904 22.847319317591726 87.32124598286491 106.50821564555478 32.64965543462902 60.728905802755904 22.847319317591726 87.32124598286491 106.50821564555478 32.64965543462902 60.728905802755904 22.847319317591726 87.32124598286491 106.50821564555478 32.64965543462902 60.728905802755904 22.847319317591726 87.32124598286491 106.50821564555478 32.64965543462902 60.728905802755904 22.847319317591726 87.32124598286491 106.50821564555478 32.64965543462902 60.728905802755904 22.847319317591726 87.32124598286491 106.50821564555478 32.64965543462902 60.728905802755904 22.847319317591726 87.32124598286491 106.50821564555478 32.64965543462902 60.728905802755904 22.847319317591726 87.32124598286491 106.50821564555478 32.64965543462902 60.728905802755904 22.847319317591726 87.32124598286491 106.50821564555478 32.64965543462902 60.728905802755904 22.847319317591726 87.32124598286491 106.50821564555478 32.64965543462902 60.728905802755904 22.847319317591726 87.32124598286491 106.50821564555478 32.64965543462902 60.728905802755904 22.847319317591726 87.32124598286491 106.50821564555478 32.64965543462902 60.728905802755904 22.847319317591726 87.32124598286491 106.50821564555478 32.64965543462902 60.728905802755904 22.847319317591726 87.32124598286491 106.50821564555478 32.64965543462902 60.728905802755904 22.847319317591726 87.32124598286491 106.50821564555478 32.64965543462902 60.728905802755904 22.847319317591726 87.32124598286491 106.50821564555478 32.64965543462902 60.728905802755904 22.847319317591726 87.32124598286491 106.50821564555478 32.64965543462902 60.728905802755904 22.847319317591726 87.32124598286491 106.50821564555478 32.64965543462902 60.728905802755904 22.847319317591726 87.32124598286491 106.50821564555478 32.64965543462902 60.728905802755904 22.847319317591726 87.32124598286491 106.50821564555478 32.64965543462902 60.728905802755904 22.847319317591726 87.32124598286491 106.50821564555478 32.64965543462902 60.728905802755904 22.847319317591726 87.32124598286491 106.50821564555478 32.64965543462902 60.728905802755904 22.847319317591726 87.32124598286491 106.50821564555478 32.64965543462902 60.728905802755904 22.847319317591726 87.32124598286491 106.50821564555478 32.64965543462902 60.728905802755904 22.847319317591726 87.32124598286491
taskDisMat  0.0 79.30952023559341 70.02856560004639 88.10221336606703 26.248809496813376 79.30952023559341 0.0 29.154759474226502 10.0 65.27633568147036 70.02856560004639 29.154759474226502 0.0 38.07886552931954 66.12866246946176 88.10221336606703 10.0 38.07886552931954 0.0 72.3671196055225 26.248809496813376 65.27633568147036 66.12866246946176 72.3671196055225 0.0

rob_x  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
rob_y  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
rob_vel  1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
rob_abi  0.04419995714275122 0.045730747540861164 0.04480119402191623 0.04500400814842202 0.02736692855398369 0.027708743168983734 0.04650682833517008 0.03403362547629277 0.045990020132594 0.036421700723633724 0.027557588122214996 0.023633646862964236 0.0421132303211995 0.04912870468452083 0.04795125856765505 0.04787918048153825 0.04135060914230099 0.032148976648278364 0.030941963141085008 0.04752270296430525 0.03519531498234506 0.034990975344917186 0.036103343224865116 0.045281381021717 0.044836435501570286 0.04548468246816602 0.042903488777060184 0.023093424071273964 0.030497710573017697 0.04145954456468852

task_x  88.0 15.0 18.0 9.0 80.0
task_y  60.0 29.0 58.0 21.0 35.0
task_rate  0.1256609726499327 0.14046143196053168 0.14940693629158036 0.06868851798254791 0.05435115344250228
task_init_demand  2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455
