time 2020-10-30 16:54:58
robNum  30
taskNum  10
comp_threshold  0
rob2taskDisMat  51.85556864985669 56.43580423808985 50.24937810560445 55.86591089385369 20.8806130178211 5.385164807134504 29.0 10.816653826391969 25.019992006393608 53.009433122794285 51.85556864985669 56.43580423808985 50.24937810560445 55.86591089385369 20.8806130178211 5.385164807134504 29.0 10.816653826391969 25.019992006393608 53.009433122794285 51.85556864985669 56.43580423808985 50.24937810560445 55.86591089385369 20.8806130178211 5.385164807134504 29.0 10.816653826391969 25.019992006393608 53.009433122794285 51.85556864985669 56.43580423808985 50.24937810560445 55.86591089385369 20.8806130178211 5.385164807134504 29.0 10.816653826391969 25.019992006393608 53.009433122794285 51.85556864985669 56.43580423808985 50.24937810560445 55.86591089385369 20.8806130178211 5.385164807134504 29.0 10.816653826391969 25.019992006393608 53.009433122794285 51.85556864985669 56.43580423808985 50.24937810560445 55.86591089385369 20.8806130178211 5.385164807134504 29.0 10.816653826391969 25.019992006393608 53.009433122794285 51.85556864985669 56.43580423808985 50.24937810560445 55.86591089385369 20.8806130178211 5.385164807134504 29.0 10.816653826391969 25.019992006393608 53.009433122794285 51.85556864985669 56.43580423808985 50.24937810560445 55.86591089385369 20.8806130178211 5.385164807134504 29.0 10.816653826391969 25.019992006393608 53.009433122794285 51.85556864985669 56.43580423808985 50.24937810560445 55.86591089385369 20.8806130178211 5.385164807134504 29.0 10.816653826391969 25.019992006393608 53.009433122794285 51.85556864985669 56.43580423808985 50.24937810560445 55.86591089385369 20.8806130178211 5.385164807134504 29.0 10.816653826391969 25.019992006393608 53.009433122794285 51.85556864985669 56.43580423808985 50.24937810560445 55.86591089385369 20.8806130178211 5.385164807134504 29.0 10.816653826391969 25.019992006393608 53.009433122794285 51.85556864985669 56.43580423808985 50.24937810560445 55.86591089385369 20.8806130178211 5.385164807134504 29.0 10.816653826391969 25.019992006393608 53.009433122794285 51.85556864985669 56.43580423808985 50.24937810560445 55.86591089385369 20.8806130178211 5.385164807134504 29.0 10.816653826391969 25.019992006393608 53.009433122794285 51.85556864985669 56.43580423808985 50.24937810560445 55.86591089385369 20.8806130178211 5.385164807134504 29.0 10.816653826391969 25.019992006393608 53.009433122794285 51.85556864985669 56.43580423808985 50.24937810560445 55.86591089385369 20.8806130178211 5.385164807134504 29.0 10.816653826391969 25.019992006393608 53.009433122794285 51.85556864985669 56.43580423808985 50.24937810560445 55.86591089385369 20.8806130178211 5.385164807134504 29.0 10.816653826391969 25.019992006393608 53.009433122794285 51.85556864985669 56.43580423808985 50.24937810560445 55.86591089385369 20.8806130178211 5.385164807134504 29.0 10.816653826391969 25.019992006393608 53.009433122794285 51.85556864985669 56.43580423808985 50.24937810560445 55.86591089385369 20.8806130178211 5.385164807134504 29.0 10.816653826391969 25.019992006393608 53.009433122794285 51.85556864985669 56.43580423808985 50.24937810560445 55.86591089385369 20.8806130178211 5.385164807134504 29.0 10.816653826391969 25.019992006393608 53.009433122794285 51.85556864985669 56.43580423808985 50.24937810560445 55.86591089385369 20.8806130178211 5.385164807134504 29.0 10.816653826391969 25.019992006393608 53.009433122794285 51.85556864985669 56.43580423808985 50.24937810560445 55.86591089385369 20.8806130178211 5.385164807134504 29.0 10.816653826391969 25.019992006393608 53.009433122794285 51.85556864985669 56.43580423808985 50.24937810560445 55.86591089385369 20.8806130178211 5.385164807134504 29.0 10.816653826391969 25.019992006393608 53.009433122794285 51.85556864985669 56.43580423808985 50.24937810560445 55.86591089385369 20.8806130178211 5.385164807134504 29.0 10.816653826391969 25.019992006393608 53.009433122794285 51.85556864985669 56.43580423808985 50.24937810560445 55.86591089385369 20.8806130178211 5.385164807134504 29.0 10.816653826391969 25.019992006393608 53.009433122794285 51.85556864985669 56.43580423808985 50.24937810560445 55.86591089385369 20.8806130178211 5.385164807134504 29.0 10.816653826391969 25.019992006393608 53.009433122794285 51.85556864985669 56.43580423808985 50.24937810560445 55.86591089385369 20.8806130178211 5.385164807134504 29.0 10.816653826391969 25.019992006393608 53.009433122794285 51.85556864985669 56.43580423808985 50.24937810560445 55.86591089385369 20.8806130178211 5.385164807134504 29.0 10.816653826391969 25.019992006393608 53.009433122794285 51.85556864985669 56.43580423808985 50.24937810560445 55.86591089385369 20.8806130178211 5.385164807134504 29.0 10.816653826391969 25.019992006393608 53.009433122794285 51.85556864985669 56.43580423808985 50.24937810560445 55.86591089385369 20.8806130178211 5.385164807134504 29.0 10.816653826391969 25.019992006393608 53.009433122794285 51.85556864985669 56.43580423808985 50.24937810560445 55.86591089385369 20.8806130178211 5.385164807134504 29.0 10.816653826391969 25.019992006393608 53.009433122794285
taskDisMat  0.0 107.89810007595129 101.86265262597475 79.30952023559341 47.80167361086848 53.74011537017761 40.19950248448356 49.8196748283246 35.34119409414458 104.80935072788114 107.89810007595129 0.0 17.4928556845359 68.73136110975832 64.4437739428721 55.94640292279746 75.16648189186454 62.03224967708329 79.47955712005447 6.708203932499369 101.86265262597475 17.4928556845359 0.0 77.1621668954417 63.50590523722971 48.16637831516918 74.24284477308234 53.009433122794285 70.178344238091 10.816653826391969 79.30952023559341 68.73136110975832 77.1621668954417 0.0 38.58756276314948 60.876925020897694 40.52159917870962 66.48308055437865 74.94664769020693 71.11258679024411 47.80167361086848 64.4437739428721 63.50590523722971 38.58756276314948 0.0 26.248809496813376 10.816653826391969 30.01666203960727 36.359317925395686 63.00793600809346 53.74011537017761 55.94640292279746 48.16637831516918 60.876925020897694 26.248809496813376 0.0 34.058772731852805 7.0710678118654755 23.769728648009426 51.97114584074513 40.19950248448356 75.16648189186454 74.24284477308234 40.52159917870962 10.816653826391969 34.058772731852805 0.0 36.138621999185304 37.53664875824692 73.81734213584231 49.8196748283246 62.03224967708329 53.009433122794285 66.48308055437865 30.01666203960727 7.0710678118654755 36.138621999185304 0.0 17.46424919657298 57.697486947006624 35.34119409414458 79.47955712005447 70.178344238091 74.94664769020693 36.359317925395686 23.769728648009426 37.53664875824692 17.46424919657298 0.0 75.15317691222374 104.80935072788114 6.708203932499369 10.816653826391969 71.11258679024411 63.00793600809346 51.97114584074513 73.81734213584231 57.697486947006624 75.15317691222374 0.0

rob_x  50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0
rob_y  50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0
rob_vel  1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
rob_abi  0.035348954446471 0.04377440174289261 0.02611532687659607 0.028961538752739942 0.028986986022217075 0.036569535144779314 0.024955361418712733 0.04103827895293045 0.03394335082052152 0.02254919622606273 0.023697316921488427 0.038183155125397175 0.03541853738678233 0.03131593119567839 0.024673376660927105 0.03280258645511091 0.04825079885933936 0.04158793019304055 0.04346805841895936 0.03485077500677924 0.031808217477162164 0.03910918765097443 0.03151929993518944 0.04536394994664151 0.03632668667954865 0.04982933172003374 0.03572521902201051 0.02271205368815595 0.02765551774839651 0.023031393125845397

task_x  10.0 99.0 84.0 89.0 56.0 48.0 50.0 41.0 25.0 93.0
task_y  17.0 78.0 87.0 10.0 30.0 55.0 21.0 56.0 49.0 81.0
task_rate  0.1959424080044144 0.11191867324058749 0.16006790811870586 0.14082240977085833 0.11180900310017892 0.12954755148118172 0.12482163710806482 0.1749576811189757 0.1004008955954046 0.11898387039330838
task_init_demand  2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455
