time 2020-10-30 16:54:58
robNum  15
taskNum  20
comp_threshold  0
rob2taskDisMat  47.4236228055175 11.704699910719626 9.219544457292887 43.73785545725808 21.095023109728988 55.036351623268054 37.0 31.304951684997057 41.86884283091664 54.56189146281496 20.396078054371138 8.06225774829855 36.40054944640259 34.438350715445125 59.405386961116584 56.72741841473134 50.24937810560445 14.422205101855956 29.0 46.2709412050371 47.4236228055175 11.704699910719626 9.219544457292887 43.73785545725808 21.095023109728988 55.036351623268054 37.0 31.304951684997057 41.86884283091664 54.56189146281496 20.396078054371138 8.06225774829855 36.40054944640259 34.438350715445125 59.405386961116584 56.72741841473134 50.24937810560445 14.422205101855956 29.0 46.2709412050371 47.4236228055175 11.704699910719626 9.219544457292887 43.73785545725808 21.095023109728988 55.036351623268054 37.0 31.304951684997057 41.86884283091664 54.56189146281496 20.396078054371138 8.06225774829855 36.40054944640259 34.438350715445125 59.405386961116584 56.72741841473134 50.24937810560445 14.422205101855956 29.0 46.2709412050371 47.4236228055175 11.704699910719626 9.219544457292887 43.73785545725808 21.095023109728988 55.036351623268054 37.0 31.304951684997057 41.86884283091664 54.56189146281496 20.396078054371138 8.06225774829855 36.40054944640259 34.438350715445125 59.405386961116584 56.72741841473134 50.24937810560445 14.422205101855956 29.0 46.2709412050371 47.4236228055175 11.704699910719626 9.219544457292887 43.73785545725808 21.095023109728988 55.036351623268054 37.0 31.304951684997057 41.86884283091664 54.56189146281496 20.396078054371138 8.06225774829855 36.40054944640259 34.438350715445125 59.405386961116584 56.72741841473134 50.24937810560445 14.422205101855956 29.0 46.2709412050371 47.4236228055175 11.704699910719626 9.219544457292887 43.73785545725808 21.095023109728988 55.036351623268054 37.0 31.304951684997057 41.86884283091664 54.56189146281496 20.396078054371138 8.06225774829855 36.40054944640259 34.438350715445125 59.405386961116584 56.72741841473134 50.24937810560445 14.422205101855956 29.0 46.2709412050371 47.4236228055175 11.704699910719626 9.219544457292887 43.73785545725808 21.095023109728988 55.036351623268054 37.0 31.304951684997057 41.86884283091664 54.56189146281496 20.396078054371138 8.06225774829855 36.40054944640259 34.438350715445125 59.405386961116584 56.72741841473134 50.24937810560445 14.422205101855956 29.0 46.2709412050371 47.4236228055175 11.704699910719626 9.219544457292887 43.73785545725808 21.095023109728988 55.036351623268054 37.0 31.304951684997057 41.86884283091664 54.56189146281496 20.396078054371138 8.06225774829855 36.40054944640259 34.438350715445125 59.405386961116584 56.72741841473134 50.24937810560445 14.422205101855956 29.0 46.2709412050371 47.4236228055175 11.704699910719626 9.219544457292887 43.73785545725808 21.095023109728988 55.036351623268054 37.0 31.304951684997057 41.86884283091664 54.56189146281496 20.396078054371138 8.06225774829855 36.40054944640259 34.438350715445125 59.405386961116584 56.72741841473134 50.24937810560445 14.422205101855956 29.0 46.2709412050371 47.4236228055175 11.704699910719626 9.219544457292887 43.73785545725808 21.095023109728988 55.036351623268054 37.0 31.304951684997057 41.86884283091664 54.56189146281496 20.396078054371138 8.06225774829855 36.40054944640259 34.438350715445125 59.405386961116584 56.72741841473134 50.24937810560445 14.422205101855956 29.0 46.2709412050371 47.4236228055175 11.704699910719626 9.219544457292887 43.73785545725808 21.095023109728988 55.036351623268054 37.0 31.304951684997057 41.86884283091664 54.56189146281496 20.396078054371138 8.06225774829855 36.40054944640259 34.438350715445125 59.405386961116584 56.72741841473134 50.24937810560445 14.422205101855956 29.0 46.2709412050371 47.4236228055175 11.704699910719626 9.219544457292887 43.73785545725808 21.095023109728988 55.036351623268054 37.0 31.304951684997057 41.86884283091664 54.56189146281496 20.396078054371138 8.06225774829855 36.40054944640259 34.438350715445125 59.405386961116584 56.72741841473134 50.24937810560445 14.422205101855956 29.0 46.2709412050371 47.4236228055175 11.704699910719626 9.219544457292887 43.73785545725808 21.095023109728988 55.036351623268054 37.0 31.304951684997057 41.86884283091664 54.56189146281496 20.396078054371138 8.06225774829855 36.40054944640259 34.438350715445125 59.405386961116584 56.72741841473134 50.24937810560445 14.422205101855956 29.0 46.2709412050371 47.4236228055175 11.704699910719626 9.219544457292887 43.73785545725808 21.095023109728988 55.036351623268054 37.0 31.304951684997057 41.86884283091664 54.56189146281496 20.396078054371138 8.06225774829855 36.40054944640259 34.438350715445125 59.405386961116584 56.72741841473134 50.24937810560445 14.422205101855956 29.0 46.2709412050371 47.4236228055175 11.704699910719626 9.219544457292887 43.73785545725808 21.095023109728988 55.036351623268054 37.0 31.304951684997057 41.86884283091664 54.56189146281496 20.396078054371138 8.06225774829855 36.40054944640259 34.438350715445125 59.405386961116584 56.72741841473134 50.24937810560445 14.422205101855956 29.0 46.2709412050371
taskDisMat  0.0 58.05170109479997 38.28837943815329 81.60882305241266 33.1058907144937 85.47514258543241 82.68010643437755 19.313207915827967 62.0 101.9803902718557 65.73431371817918 45.60701700396552 45.0111097397076 81.02468759581859 13.341664064126334 72.83543093852057 69.18092222571191 46.14108798023731 55.08175741568164 87.65842800324451 58.05170109479997 0.0 20.591260281974 43.382023926967726 28.178005607210743 57.201398584300364 31.016124838541646 40.607881008493905 48.76474136094644 44.654227123532216 17.46424919657298 13.038404810405298 38.05259518088089 27.294688127912362 69.42621983083913 63.28506932918696 56.60388679233962 16.278820596099706 26.0 35.014282800023196 38.28837943815329 20.591260281974 0.0 49.01020301937138 15.811388300841896 58.240879114244144 45.18849411078001 23.08679276123039 41.400483088968905 63.702433234531945 28.231188426986208 11.045361017187261 34.40930106817051 43.04648650006177 50.47771785649585 56.08029957123981 50.0 16.15549442140351 31.304951684997057 54.12947441089743 81.60882305241266 43.382023926967726 49.01020301937138 0.0 64.28063471995279 16.55294535724685 21.540659228538015 71.25307010929424 28.844410203711913 44.04543109109048 25.942243542145693 51.419840528729765 79.81227975693966 25.942243542145693 94.92101980067429 35.510561809129406 30.364452901377952 57.28001396647874 69.35416353759881 66.03029607687671 33.1058907144937 28.178005607210743 15.811388300841896 64.28063471995279 0.0 74.04052944165107 57.723478758647246 13.892443989449804 56.60388679233962 72.71863585079137 41.43669871020132 15.231546211727817 19.849433241279208 54.70831746635972 42.638011210655684 71.02816342831905 65.19202405202648 13.45362404707371 23.021728866442675 54.589376255824725 85.47514258543241 57.201398584300364 58.240879114244144 16.55294535724685 74.04052944165107 0.0 38.07886552931954 78.5175139698144 24.698178070456937 59.682493245507096 40.36087214122113 63.071388124885914 91.3892772703669 42.485291572496 98.73196037757987 23.853720883753127 21.2602916254693 69.31810730249349 82.68010643437755 82.37718130647589 82.68010643437755 31.016124838541646 45.18849411078001 21.540659228538015 57.723478758647246 38.07886552931954 0.0 68.15423684555495 44.721359549995796 24.73863375370596 17.0 42.7551166528639 69.00724599634447 5.0 95.38343671728336 55.036351623268054 49.01020301937138 47.16990566028302 55.731499172371095 45.34313619501854 19.313207915827967 40.607881008493905 23.08679276123039 71.25307010929424 13.892443989449804 78.5175139698144 68.15423684555495 0.0 57.87054518492115 85.21150157109074 51.264022471905186 27.65863337187866 27.65863337187866 65.7419196555744 29.0 71.17583859709698 66.12866246946176 27.202941017470888 35.90264614203248 68.47627326307996 62.0 48.76474136094644 41.400483088968905 28.844410203711913 56.60388679233962 24.698178070456937 44.721359549995796 57.87054518492115 0.0 69.42621983083913 36.6742416417845 49.51767361255979 75.8023746329889 47.16990566028302 75.05997601918082 14.866068747318506 8.602325267042627 55.86591089385369 70.83784299369935 81.04319835741924 101.9803902718557 44.654227123532216 63.702433234531945 44.04543109109048 72.71863585079137 59.682493245507096 24.73863375370596 85.21150157109074 69.42621983083913 0.0 38.27531841800928 57.688820407423826 78.44743462982075 23.259406699226016 113.85077953180645 79.1012010022604 73.33484846919642 59.941638282582836 62.81719509815764 37.36308338453881 65.73431371817918 17.46424919657298 28.231188426986208 25.942243542145693 41.43669871020132 40.36087214122113 17.0 51.264022471905186 36.6742416417845 38.27531841800928 0.0 27.0 54.74486277268398 15.556349186104045 78.39005038906404 49.9799959983992 43.32435804486894 32.2490309931942 43.46262762420146 44.598206241955516 45.60701700396552 13.038404810405298 11.045361017187261 51.419840528729765 15.231546211727817 63.071388124885914 42.7551166528639 27.65863337187866 49.51767361255979 57.688820407423826 27.0 0.0 28.460498941515414 39.56008088970496 56.586217403180434 64.38167441127949 57.982756057296896 6.4031242374328485 21.400934559032695 43.68065933568311 45.0111097397076 38.05259518088089 34.40930106817051 79.81227975693966 19.849433241279208 91.3892772703669 69.00724599634447 27.65863337187866 75.8023746329889 78.44743462982075 54.74486277268398 28.460498941515414 0.0 65.03076195155643 50.0 90.4267659490264 84.40379138403677 22.561028345356956 16.1245154965971 51.088159097779204 81.02468759581859 27.294688127912362 43.04648650006177 25.942243542145693 54.70831746635972 42.485291572496 5.0 65.7419196555744 47.16990566028302 23.259406699226016 15.556349186104045 39.56008088970496 65.03076195155643 0.0 93.49331526906082 58.309518948453004 52.08646657242167 43.56604182158393 51.35172830587107 40.45985664828782 13.341664064126334 69.42621983083913 50.47771785649585 94.92101980067429 42.638011210655684 98.73196037757987 95.38343671728336 29.0 75.05997601918082 113.85077953180645 78.39005038906404 56.586217403180434 50.0 93.49331526906082 0.0 85.37564055396598 82.02438661763951 56.08029957123981 62.609903369994115 96.79876032264049 72.83543093852057 63.28506932918696 56.08029957123981 35.510561809129406 71.02816342831905 23.853720883753127 55.036351623268054 71.17583859709698 14.866068747318506 79.1012010022604 49.9799959983992 64.38167441127949 90.4267659490264 58.309518948453004 85.37564055396598 0.0 6.708203932499369 70.7248188403477 85.70297544426332 94.57801012920498 69.18092222571191 56.60388679233962 50.0 30.364452901377952 65.19202405202648 21.2602916254693 49.01020301937138 66.12866246946176 8.602325267042627 73.33484846919642 43.32435804486894 57.982756057296896 84.40379138403677 52.08646657242167 82.02438661763951 6.708203932499369 0.0 64.35060217278468 79.2464510246358 87.92041856133307 46.14108798023731 16.278820596099706 16.15549442140351 57.28001396647874 13.45362404707371 69.31810730249349 47.16990566028302 27.202941017470888 55.86591089385369 59.941638282582836 32.2490309931942 6.4031242374328485 22.561028345356956 43.56604182158393 56.08029957123981 70.7248188403477 64.35060217278468 0.0 15.264337522473747 41.6293165929973 55.08175741568164 26.0 31.304951684997057 69.35416353759881 23.021728866442675 82.68010643437755 55.731499172371095 35.90264614203248 70.83784299369935 62.81719509815764 43.46262762420146 21.400934559032695 16.1245154965971 51.35172830587107 62.609903369994115 85.70297544426332 79.2464510246358 15.264337522473747 0.0 35.35533905932738 87.65842800324451 35.014282800023196 54.12947441089743 66.03029607687671 54.589376255824725 82.37718130647589 45.34313619501854 68.47627326307996 81.04319835741924 37.36308338453881 44.598206241955516 43.68065933568311 51.088159097779204 40.45985664828782 96.79876032264049 94.57801012920498 87.92041856133307 41.6293165929973 35.35533905932738 0.0

rob_x  50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0
rob_y  50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0
rob_vel  1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
rob_abi  0.03558503937588875 0.02856730357995495 0.0355001491782147 0.02968059908602906 0.024462287769479896 0.02300632891882967 0.03981598264218449 0.024552918298126076 0.02667478927200593 0.029075016029465026 0.03265722720082697 0.04718160182091733 0.0279065736019163 0.038847437695654755 0.03873196701930037

