time 2020-10-30 16:54:57
robNum  5
taskNum  20
comp_threshold  0
rob2taskDisMat  70.83784299369935 79.71198153351854 111.72287142747452 70.21395872616783 79.55501241279521 35.34119409414458 25.495097567963924 123.03657992645927 68.15423684555495 124.96399481450646 122.00409829181969 118.1905241548577 125.93649193144932 110.45361017187261 108.4665847162157 70.40596565632774 120.20815280171308 38.01315561749642 74.95331880577403 124.01612798341996 70.83784299369935 79.71198153351854 111.72287142747452 70.21395872616783 79.55501241279521 35.34119409414458 25.495097567963924 123.03657992645927 68.15423684555495 124.96399481450646 122.00409829181969 118.1905241548577 125.93649193144932 110.45361017187261 108.4665847162157 70.40596565632774 120.20815280171308 38.01315561749642 74.95331880577403 124.01612798341996 70.83784299369935 79.71198153351854 111.72287142747452 70.21395872616783 79.55501241279521 35.34119409414458 25.495097567963924 123.03657992645927 68.15423684555495 124.96399481450646 122.00409829181969 118.1905241548577 125.93649193144932 110.45361017187261 108.4665847162157 70.40596565632774 120.20815280171308 38.01315561749642 74.95331880577403 124.01612798341996 70.83784299369935 79.71198153351854 111.72287142747452 70.21395872616783 79.55501241279521 35.34119409414458 25.495097567963924 123.03657992645927 68.15423684555495 124.96399481450646 122.00409829181969 118.1905241548577 125.93649193144932 110.45361017187261 108.4665847162157 70.40596565632774 120.20815280171308 38.01315561749642 74.95331880577403 124.01612798341996 70.83784299369935 79.71198153351854 111.72287142747452 70.21395872616783 79.55501241279521 35.34119409414458 25.495097567963924 123.03657992645927 68.15423684555495 124.96399481450646 122.00409829181969 118.1905241548577 125.93649193144932 110.45361017187261 108.4665847162157 70.40596565632774 120.20815280171308 38.01315561749642 74.95331880577403 124.01612798341996
taskDisMat  0.0 65.60487786742691 57.271284253105414 70.9365914038728 71.58910531638176 52.773099207835045 62.03224967708329 67.05221845696084 6.082762530298219 74.14849964766651 59.16924876994806 65.30696746902278 71.56814934033156 44.204072210600685 59.135437767890075 9.219544457292887 56.60388679233962 45.70557952810576 33.1058907144937 61.40032573203501 65.60487786742691 0.0 52.15361924162119 15.231546211727817 7.280109889280518 44.64302857109943 54.62600113499065 61.18823416311342 69.8927750200262 57.0087712549569 70.00714249274856 54.3415126767741 61.40032573203501 69.12307863514182 44.553338819890925 74.06078584514209 70.11419257183242 44.28317965096906 34.058772731852805 71.00704190430693 57.271284253105414 52.15361924162119 0.0 66.75327707311455 59.033888572581766 79.40403012442127 91.60785992479029 11.313708498984761 63.34824385884742 17.029386365926403 18.681541692269406 8.06225774829855 14.7648230602334 25.80697580112788 8.54400374531753 65.76473218982953 19.697715603592208 74.51845409024533 36.76955262170047 19.235384061671343 70.9365914038728 15.231546211727817 66.75327707311455 0.0 10.63014581273465 37.05401462729781 44.721359549995796 76.15773105863909 74.24957912338628 72.2357252334328 84.1486779456457 69.3757882838098 76.53757247260981 81.74350127074322 59.43904440685432 78.49203781276162 84.02380615040002 39.05124837953327 43.08131845707603 85.28774824088158 71.58910531638176 7.280109889280518 59.033888572581766 10.63014581273465 0.0 45.27692569068709 54.120236510939236 67.7421582177598 75.6042326857432 62.93647591023825 77.05841939723393 60.8276253029822 67.68308503607086 76.40026177965623 51.24451190127583 79.81227975693966 77.23341245859851 46.04345773288535 40.80441152620633 78.00640999302557 52.773099207835045 44.64302857109943 79.40403012442127 37.05401462729781 45.27692569068709 0.0 12.206555615733702 90.60353193998566 53.16013544000805 91.21951545584969 92.13034245024816 85.14693182963201 92.9569792968769 83.16850365372699 75.07329751649384 56.92099788303083 90.80198235721508 7.0710678118654755 43.41658669218482 93.94147114027967 62.03224967708329 54.62600113499065 91.60785992479029 44.721359549995796 54.120236510939236 12.206555615733702 0.0 102.80077820717118 61.5223536610881 103.27632836231156 104.23531071570709 97.30878685915265 105.11898020814318 94.92101980067429 87.20665112249179 64.93843238021688 102.85912696499032 18.027756377319946 55.569775957799216 106.06601717798213 67.05221845696084 61.18823416311342 11.313708498984761 76.15773105863909 67.7421582177598 90.60353193998566 102.80077820717118 0.0 73.08214556237385 11.40175425099138 16.401219466856727 7.0 5.0990195135927845 29.832867780352597 16.76305461424021 75.18643494673756 18.867962264113206 85.7962703152066 48.08326112068523 15.556349186104045 6.082762530298219 69.8927750200262 63.34824385884742 74.24957912338628 75.6042326857432 53.16013544000805 61.5223536610881 73.08214556237385 0.0 80.23091673413684 64.88451279003334 71.386273190299 77.62087348130012 49.64876634922564 65.19202405202648 4.242640687119285 62.26556030423239 46.17358552246078 38.27531841800928 67.11929677819934 74.14849964766651 57.0087712549569 17.029386365926403 72.2357252334328 62.93647591023825 91.21951545584969 103.27632836231156 11.40175425099138 80.23091673413684 0.0 27.80287754891569 9.0 7.211102550927978 40.496913462633174 16.64331697709324 82.73451516749222 30.23243291566195 87.11486669908874 50.774009099144415 26.90724809414742 59.16924876994806 70.00714249274856 18.681541692269406 84.1486779456457 77.05841939723393 92.13034245024816 104.23531071570709 16.401219466856727 64.88451279003334 27.80287754891569 0.0 21.400934559032695 21.095023109728988 16.278820596099706 27.202941017470888 66.2117814289874 3.0 86.45229898620394 48.75448697299562 2.23606797749979 65.30696746902278 54.3415126767741 8.06225774829855 69.3757882838098 60.8276253029822 85.14693182963201 97.30878685915265 7.0 71.386273190299 9.0 21.400934559032695 0.0 7.810249675906654 32.202484376209235 10.295630140987 73.824115301167 23.345235059857504 80.62257748298549 43.41658669218482 21.095023109728988 71.56814934033156 61.40032573203501 14.7648230602334 76.53757247260981 67.68308503607086 92.9569792968769 105.11898020814318 5.0990195135927845 77.62087348130012 7.211102550927978 21.095023109728988 7.810249675906654 0.0 34.92849839314596 18.027756377319946 79.83107164506812 23.706539182259394 88.41379982785493 51.088159097779204 20.0 44.204072210600685 69.12307863514182 25.80697580112788 81.74350127074322 76.40026177965623 83.16850365372699 94.92101980067429 29.832867780352597 49.64876634922564 40.496913462633174 16.278820596099706 32.202484376209235 34.92849839314596 0.0 33.24154027718932 50.60632371551998 13.341664064126334 76.89603370785778 41.30375285612676 18.439088914585774 59.135437767890075 44.553338819890925 8.54400374531753 59.43904440685432 51.24451190127583 75.07329751649384 87.20665112249179 16.76305461424021 65.19202405202648 16.64331697709324 27.202941017470888 10.295630140987 18.027756377319946 33.24154027718932 0.0 68.0294054067798 28.231188426986208 70.7248188403477 34.132096331752024 27.65863337187866 9.219544457292887 74.06078584514209 65.76473218982953 78.49203781276162 79.81227975693966 56.92099788303083 64.93843238021688 75.18643494673756 4.242640687119285 82.73451516749222 66.2117814289874 73.824115301167 79.83107164506812 50.60632371551998 68.0294054067798 0.0 63.50590523722971 49.9799959983992 42.15447781671598 68.4470598345904 56.60388679233962 70.11419257183242 19.697715603592208 84.02380615040002 77.23341245859851 90.80198235721508 102.85912696499032 18.867962264113206 62.26556030423239 30.23243291566195 3.0 23.345235059857504 23.706539182259394 13.341664064126334 28.231188426986208 63.50590523722971 0.0 85.0 47.53945729601885 5.0990195135927845 45.70557952810576 44.28317965096906 74.51845409024533 39.05124837953327 46.04345773288535 7.0710678118654755 18.027756377319946 85.7962703152066 46.17358552246078 87.11486669908874 86.45229898620394 80.62257748298549 88.41379982785493 76.89603370785778 70.7248188403477 49.9799959983992 85.0 0.0 38.01315561749642 88.32326986700618 33.1058907144937 34.058772731852805 36.76955262170047 43.08131845707603 40.80441152620633 43.41658669218482 55.569775957799216 48.08326112068523 38.27531841800928 50.774009099144415 48.75448697299562 43.41658669218482 51.088159097779204 41.30375285612676 34.132096331752024 42.15447781671598 47.53945729601885 38.01315561749642 0.0 50.53711507397311 61.40032573203501 71.00704190430693 19.235384061671343 85.28774824088158 78.00640999302557 93.94147114027967 106.06601717798213 15.556349186104045 67.11929677819934 26.90724809414742 2.23606797749979 21.095023109728988 20.0 18.439088914585774 27.65863337187866 68.4470598345904 5.0990195135927845 88.32326986700618 50.53711507397311 0.0

rob_x  0.0 0.0 0.0 0.0 0.0
rob_y  0.0 0.0 0.0 0.0 0.0
rob_vel  1.0 1.0 1.0 1.0 1.0
rob_abi  0.06478733294905788 0.05471291513987689 0.07583470201151402 0.060554773277340865 0.05971285065707887

