time 2020-10-30 16:54:57
robNum  15
taskNum  10
comp_threshold  0
rob2taskDisMat  54.230987451824994 34.66987164671943 30.083217912982647 44.68780594300866 14.035668847618199 9.899494936611665 53.14132102234569 41.23105625617661 29.206163733020468 18.027756377319946 54.230987451824994 34.66987164671943 30.083217912982647 44.68780594300866 14.035668847618199 9.899494936611665 53.14132102234569 41.23105625617661 29.206163733020468 18.027756377319946 54.230987451824994 34.66987164671943 30.083217912982647 44.68780594300866 14.035668847618199 9.899494936611665 53.14132102234569 41.23105625617661 29.206163733020468 18.027756377319946 54.230987451824994 34.66987164671943 30.083217912982647 44.68780594300866 14.035668847618199 9.899494936611665 53.14132102234569 41.23105625617661 29.206163733020468 18.027756377319946 54.230987451824994 34.66987164671943 30.083217912982647 44.68780594300866 14.035668847618199 9.899494936611665 53.14132102234569 41.23105625617661 29.206163733020468 18.027756377319946 54.230987451824994 34.66987164671943 30.083217912982647 44.68780594300866 14.035668847618199 9.899494936611665 53.14132102234569 41.23105625617661 29.206163733020468 18.027756377319946 54.230987451824994 34.66987164671943 30.083217912982647 44.68780594300866 14.035668847618199 9.899494936611665 53.14132102234569 41.23105625617661 29.206163733020468 18.027756377319946 54.230987451824994 34.66987164671943 30.083217912982647 44.68780594300866 14.035668847618199 9.899494936611665 53.14132102234569 41.23105625617661 29.206163733020468 18.027756377319946 54.230987451824994 34.66987164671943 30.083217912982647 44.68780594300866 14.035668847618199 9.899494936611665 53.14132102234569 41.23105625617661 29.206163733020468 18.027756377319946 54.230987451824994 34.66987164671943 30.083217912982647 44.68780594300866 14.035668847618199 9.899494936611665 53.14132102234569 41.23105625617661 29.206163733020468 18.027756377319946 54.230987451824994 34.66987164671943 30.083217912982647 44.68780594300866 14.035668847618199 9.899494936611665 53.14132102234569 41.23105625617661 29.206163733020468 18.027756377319946 54.230987451824994 34.66987164671943 30.083217912982647 44.68780594300866 14.035668847618199 9.899494936611665 53.14132102234569 41.23105625617661 29.206163733020468 18.027756377319946 54.230987451824994 34.66987164671943 30.083217912982647 44.68780594300866 14.035668847618199 9.899494936611665 53.14132102234569 41.23105625617661 29.206163733020468 18.027756377319946 54.230987451824994 34.66987164671943 30.083217912982647 44.68780594300866 14.035668847618199 9.899494936611665 53.14132102234569 41.23105625617661 29.206163733020468 18.027756377319946 54.230987451824994 34.66987164671943 30.083217912982647 44.68780594300866 14.035668847618199 9.899494936611665 53.14132102234569 41.23105625617661 29.206163733020468 18.027756377319946
taskDisMat  0.0 88.54942122905152 58.54912467321779 52.49761899362675 49.49747468305833 45.221676218380054 3.0 26.40075756488817 27.16615541441225 40.44749683231337 88.54942122905152 0.0 52.392747589718944 63.788713735268246 44.598206241955516 44.40720662234904 87.23531395025755 75.0066663703967 63.8200595424354 51.73973328110612 58.54912467321779 52.392747589718944 0.0 71.61005515987263 17.4928556845359 26.627053911388696 59.033888572581766 34.132096331752024 32.89376840679705 22.80350850198276 52.49761899362675 63.788713735268246 71.61005515987263 0.0 54.20332093147061 45.0 49.64876634922564 61.5223536610881 48.27007354458868 50.11985634456667 49.49747468305833 44.598206241955516 17.4928556845359 54.20332093147061 0.0 9.219544457292887 49.16299421312742 30.805843601498726 22.360679774997898 9.055385138137417 45.221676218380054 44.40720662234904 26.627053911388696 45.0 9.219544457292887 0.0 44.384682042344295 31.400636936215164 19.4164878389476 8.54400374531753 3.0 87.23531395025755 59.033888572581766 49.64876634922564 49.16299421312742 44.384682042344295 0.0 27.784887978899608 27.0 40.11234224026316 26.40075756488817 75.0066663703967 34.132096331752024 61.5223536610881 30.805843601498726 31.400636936215164 27.784887978899608 0.0 14.317821063276353 23.345235059857504 27.16615541441225 63.8200595424354 32.89376840679705 48.27007354458868 22.360679774997898 19.4164878389476 27.0 14.317821063276353 0.0 13.341664064126334 40.44749683231337 51.73973328110612 22.80350850198276 50.11985634456667 9.055385138137417 8.54400374531753 40.11234224026316 23.345235059857504 13.341664064126334 0.0

rob_x  50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0
rob_y  50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0
rob_vel  1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
rob_abi  0.02918794566513745 0.0277016274509555 0.025056583223852333 0.038811319946577376 0.04625766436174351 0.037579335303908945 0.04457352130913553 0.04235969270046187 0.02542675423351868 0.046712744519393855 0.03194382123960471 0.022805671967079028 0.044380683143449604 0.04365641102732164 0.038108495032069575

task_x  29.0 69.0 21.0 79.0 36.0 43.0 32.0 18.0 32.0 35.0
task_y  0.0 79.0 58.0 16.0 49.0 43.0 0.0 24.0 27.0 40.0
task_rate  0.05018838138683016 0.07787817976834434 0.06944572546400733 0.07572573955192341 0.0585361525913572 0.06570429528204887 0.07741896606433275 0.05329312162449446 0.05233956544181687 0.05448900822991333
task_init_demand  2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455
