time 2020-10-30 16:54:58
robNum  60

rob_x  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
rob_y  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
rob_vel  1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
rob_abi  0.054209804955868676 0.0731752740539416 0.07923656914300574 0.05758231311365912 0.05028817452368088 0.06272534006896659 0.06984645006788712 0.05108749368079673 0.06262604193437224 0.05844664944779644 0.06976976131543453 0.07253040209479845 0.05054992144526867 0.052714305652342065 0.05270093996368577 0.05014455081151788 0.05806625622459456 0.05815872836021502 0.07344619535788141 0.06907510021687235 0.07556765596898356 0.07305905692351042 0.0616537646478746 0.07410590159516993 0.06451172359760779 0.05434085743468876 0.054447809312827194 0.07985013943286404 0.07442157907640183 0.061032978413526125 0.05381356110935892 0.07358471087079009 0.0784888847912237 0.062387335358095306 0.07817163344780839 0.058618307874989464 0.06262261458292318 0.05821025284383506 0.060077102357968176 0.07741911824475098 0.056463928308069344 0.07488862972513807 0.078480392241067 0.06205713764939754 0.0627536779101291 0.051933235704035345 0.05618418871607962 0.05448810016272106 0.0719049640058285 0.05309795035121376 0.05467138472492704 0.07324111333910419 0.05296857090274913 0.06948980995793021 0.0556230497735059 0.050089880173466064 0.0628305809822437 0.07864448822940537 0.051526172581969794 0.05654831525709171

task_x  54.0 6.0 13.0 70.0 53.0 94.0 33.0 35.0 61.0 6.0 27.0 82.0 49.0 85.0 37.0 65.0 50.0 77.0 13.0 49.0 89.0 21.0 32.0 95.0 36.0 81.0 27.0 97.0 43.0 13.0 96.0 84.0 90.0 7.0 80.0 38.0 12.0 65.0 34.0 31.0 18.0 32.0 52.0 80.0 7.0 77.0 19.0 34.0 61.0 39.0 62.0 63.0 76.0 30.0 22.0 97.0 94.0 88.0 68.0 7.0 67.0 17.0 97.0 40.0 63.0 41.0 18.0 19.0 36.0 16.0 61.0 68.0 62.0 67.0 32.0 26.0 63.0 92.0 51.0 4.0 9.0 39.0 64.0 16.0 32.0 67.0 99.0 41.0 64.0 61.0 10.0 41.0 19.0 35.0 71.0 67.0 12.0 15.0 68.0 17.0 40.0 37.0 13.0 11.0 19.0 47.0 96.0 65.0 34.0 67.0 37.0 60.0 40.0 97.0 42.0 74.0 65.0 83.0 64.0 90.0
task_y  44.0 83.0 94.0 86.0 85.0 15.0 87.0 22.0 90.0 100.0 86.0 11.0 15.0 57.0 87.0 63.0 14.0 61.0 19.0 78.0 25.0 66.0 53.0 68.0 63.0 69.0 100.0 79.0 62.0 1.0 93.0 44.0 34.0 69.0 56.0 97.0 29.0 35.0 90.0 52.0 16.0 24.0 71.0 76.0 68.0 65.0 52.0 35.0 89.0 34.0 27.0 47.0 60.0 43.0 77.0 23.0 74.0 57.0 19.0 64.0 88.0 82.0 27.0 79.0 61.0 77.0 91.0 86.0 76.0 82.0 96.0 54.0 95.0 73.0 77.0 88.0 58.0 28.0 63.0 76.0 85.0 84.0 90.0 80.0 68.0 62.0 31.0 93.0 62.0 47.0 78.0 77.0 85.0 82.0 78.0 63.0 86.0 87.0 95.0 82.0 79.0 78.0 84.0 82.0 85.0 76.0 28.0 87.0 82.0 61.0 83.0 87.0 83.0 27.0 82.0 64.0 89.0 35.0 70.0 32.0
task_rate  0.06215488949963592 0.07037008074894041 0.06861911484421215 0.06583201128443754 0.06693319933534884 0.06607285945130081 0.06181312157983226 0.07694958162741196 0.06898188217789042 0.06647369216377823 0.05161817169191497 0.06525584342551272 0.05525440169287804 0.05645069656459209 0.0630383680629344 0.06637870461195397 0.05751236398641012 0.05812803140539683 0.06590439019987246 0.06419702219800798 0.062098624492184694 0.053112605604138025 0.061204329595508006 0.06963263786825664 0.06632596821259167 0.06634258141118743 0.07531454335252809 0.07169489149168615 0.0705376772390655 0.050912409861172514 0.059243838737641344 0.07047236959611129 0.054673183278966 0.07740419132544472 0.05425779618545289 0.07637364331487799 0.05648805070312429 0.07524769264481841 0.07544689046607497 0.06006394133681606 0.0766577711609773 0.05479303378364546 0.07547328542063737 0.0614520364626788 0.0631915280384511 0.05353579341844579 0.06803015794123937 0.05809267460449616 0.07000637904263027 0.07398163832102836 0.06811052068019913 0.05024554428546413 0.07857005715586954 0.07759043503147958 0.06928805965168269 0.06138519043035551 0.06685741296610798 0.076484362058597 0.06378586412154873 0.07337654734372062 0.06795676701052099 0.062668376775696 0.07800579667914155 0.06225292721527825 0.06817337366834009 0.05159822868537605 0.06412291603814209 0.05112242705659934 0.07112398602754579 0.050017707231384746 0.05126196701044555 0.05333376845435604 0.0541872469031313 0.06524235094261235 0.06068865199782607 0.058127099301575044 0.07950870817189454 0.0772699975897232 0.06964587018409774 0.07406260903341635 0.07459125102254874 0.05735520316530803 0.07424858181665664 0.05719434867178062 0.06687069683193456 0.06073151019334723 0.05475977594772053 0.07330563300264892 0.07749025002957605 0.0594109566708791 0.07639287607236443 0.06038768282238189 0.06972666083852352 0.07987368782573105 0.07316212205192073 0.051670016337249956 0.06304618002808138 0.061289097746926 0.05881795385939784 0.07448406651792734 0.06323060589988347 0.07097720896558313 0.06904793410218785 0.06556987355896238 0.051680936666167646 0.07019105749879068 0.07674149256491142 0.05516598296382291 0.0692823325751509 0.06462318045521162 0.060229537432821494 0.0713128015670513 0.079255968984093 0.05064994047885894 0.07691917275098283 0.06149715921989139 0.07501545070553442 0.055241341605166625 0.07149774772550264 0.052990894671161595
task_init_demand  2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455
