time 2020-10-30 16:54:57
robNum  5
taskNum  4
comp_threshold  0
rob2taskDisMat  59.0 34.88552708502482 85.0881895447306 55.46169849544819 12.529964086141668 34.828149534535996 33.97057550292606 48.60041152089147 57.3149195236284 56.753854494650845 61.204574992397426 13.038404810405298 11.40175425099138 36.796738985948195 31.827660925679098 50.44799302251776 53.2634959423431 25.709920264364882 91.83681179135085 91.00549433962765
taskDisMat  0.0 32.2490309931942 38.948684188300895 61.032778078668514 32.2490309931942 0.0 68.62215385719105 66.37017402418047 38.948684188300895 68.62215385719105 0.0 56.32051136131489 61.032778078668514 66.37017402418047 56.32051136131489 0.0

rob_x  52.0 41.0 13.0 41.0 93.0
rob_y  87.0 34.0 70.0 31.0 62.0
rob_vel  1.0 1.0 1.0 1.0 1.0
rob_abi  0.15684986322878888 0.09696842599902093 0.15787531739904775 0.07562713247740876 0.16378483539868402

task_x  52.0 68.0 18.0 2.0
task_y  28.0 56.0 9.0 63.0
task_rate  0.08422875432571457 0.05520213381752634 0.058403884624618055 0.058244106571166285
task_init_demand  2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455
