time 2020-10-30 16:54:58
robNum  40
taskNum  15
comp_threshold  0
rob2taskDisMat  97.41663102366043 108.23123393919151 52.354560450833695 67.0 106.30145812734649 98.59513172565875 116.21101496846157 109.59014554237986 67.0 112.32987136109433 108.37435120913067 112.0714058089752 50.566787519082126 120.42009799032718 55.21775076911409 97.41663102366043 108.23123393919151 52.354560450833695 67.0 106.30145812734649 98.59513172565875 116.21101496846157 109.59014554237986 67.0 112.32987136109433 108.37435120913067 112.0714058089752 50.566787519082126 120.42009799032718 55.21775076911409 97.41663102366043 108.23123393919151 52.354560450833695 67.0 106.30145812734649 98.59513172565875 116.21101496846157 109.59014554237986 67.0 112.32987136109433 108.37435120913067 112.0714058089752 50.566787519082126 120.42009799032718 55.21775076911409 97.41663102366043 108.23123393919151 52.354560450833695 67.0 106.30145812734649 98.59513172565875 116.21101496846157 109.59014554237986 67.0 112.32987136109433 108.37435120913067 112.0714058089752 50.566787519082126 120.42009799032718 55.21775076911409 97.41663102366043 108.23123393919151 52.354560450833695 67.0 106.30145812734649 98.59513172565875 116.21101496846157 109.59014554237986 67.0 112.32987136109433 108.37435120913067 112.0714058089752 50.566787519082126 120.42009799032718 55.21775076911409 97.41663102366043 108.23123393919151 52.354560450833695 67.0 106.30145812734649 98.59513172565875 116.21101496846157 109.59014554237986 67.0 112.32987136109433 108.37435120913067 112.0714058089752 50.566787519082126 120.42009799032718 55.21775076911409 97.41663102366043 108.23123393919151 52.354560450833695 67.0 106.30145812734649 98.59513172565875 116.21101496846157 109.59014554237986 67.0 112.32987136109433 108.37435120913067 112.0714058089752 50.566787519082126 120.42009799032718 55.21775076911409 97.41663102366043 108.23123393919151 52.354560450833695 67.0 106.30145812734649 98.59513172565875 116.21101496846157 109.59014554237986 67.0 112.32987136109433 108.37435120913067 112.0714058089752 50.566787519082126 120.42009799032718 55.21775076911409 97.41663102366043 108.23123393919151 52.354560450833695 67.0 106.30145812734649 98.59513172565875 116.21101496846157 109.59014554237986 67.0 112.32987136109433 108.37435120913067 112.0714058089752 50.566787519082126 120.42009799032718 55.21775076911409 97.41663102366043 108.23123393919151 52.354560450833695 67.0 106.30145812734649 98.59513172565875 116.21101496846157 109.59014554237986 67.0 112.32987136109433 108.37435120913067 112.0714058089752 50.566787519082126 120.42009799032718 55.21775076911409 97.41663102366043 108.23123393919151 52.354560450833695 67.0 106.30145812734649 98.59513172565875 116.21101496846157 109.59014554237986 67.0 112.32987136109433 108.37435120913067 112.0714058089752 50.566787519082126 120.42009799032718 55.21775076911409 97.41663102366043 108.23123393919151 52.354560450833695 67.0 106.30145812734649 98.59513172565875 116.21101496846157 109.59014554237986 67.0 112.32987136109433 108.37435120913067 112.0714058089752 50.566787519082126 120.42009799032718 55.21775076911409 97.41663102366043 108.23123393919151 52.354560450833695 67.0 106.30145812734649 98.59513172565875 116.21101496846157 109.59014554237986 67.0 112.32987136109433 108.37435120913067 112.0714058089752 50.566787519082126 120.42009799032718 55.21775076911409 97.41663102366043 108.23123393919151 52.354560450833695 67.0 106.30145812734649 98.59513172565875 116.21101496846157 109.59014554237986 67.0 112.32987136109433 108.37435120913067 112.0714058089752 50.566787519082126 120.42009799032718 55.21775076911409 97.41663102366043 108.23123393919151 52.354560450833695 67.0 106.30145812734649 98.59513172565875 116.21101496846157 109.59014554237986 67.0 112.32987136109433 108.37435120913067 112.0714058089752 50.566787519082126 120.42009799032718 55.21775076911409 97.41663102366043 108.23123393919151 52.354560450833695 67.0 106.30145812734649 98.59513172565875 116.21101496846157 109.59014554237986 67.0 112.32987136109433 108.37435120913067 112.0714058089752 50.566787519082126 120.42009799032718 55.21775076911409 97.41663102366043 108.23123393919151 52.354560450833695 67.0 106.30145812734649 98.59513172565875 116.21101496846157 109.59014554237986 67.0 112.32987136109433 108.37435120913067 112.0714058089752 50.566787519082126 120.42009799032718 55.21775076911409 97.41663102366043 108.23123393919151 52.354560450833695 67.0 106.30145812734649 98.59513172565875 116.21101496846157 109.59014554237986 67.0 112.32987136109433 108.37435120913067 112.0714058089752 50.566787519082126 120.42009799032718 55.21775076911409 97.41663102366043 108.23123393919151 52.354560450833695 67.0 106.30145812734649 98.59513172565875 116.21101496846157 109.59014554237986 67.0 112.32987136109433 108.37435120913067 112.0714058089752 50.566787519082126 120.42009799032718 55.21775076911409 97.41663102366043 108.23123393919151 52.354560450833695 67.0 106.30145812734649 98.59513172565875 116.21101496846157 109.59014554237986 67.0 112.32987136109433 108.37435120913067 112.0714058089752 50.566787519082126 120.42009799032718 55.21775076911409 97.41663102366043 108.23123393919151 52.354560450833695 67.0 106.30145812734649 98.59513172565875 116.21101496846157 109.59014554237986 67.0 112.32987136109433 108.37435120913067 112.0714058089752 50.566787519082126 120.42009799032718 55.21775076911409 97.41663102366043 108.23123393919151 52.354560450833695 67.0 106.30145812734649 98.59513172565875 116.21101496846157 109.59014554237986 67.0 112.32987136109433 108.37435120913067 112.0714058089752 50.566787519082126 120.42009799032718 55.21775076911409 97.41663102366043 108.23123393919151 52.354560450833695 67.0 106.30145812734649 98.59513172565875 116.21101496846157 109.59014554237986 67.0 112.32987136109433 108.37435120913067 112.0714058089752 50.566787519082126 120.42009799032718 55.21775076911409 97.41663102366043 108.23123393919151 52.354560450833695 67.0 106.30145812734649 98.59513172565875 116.21101496846157 109.59014554237986 67.0 112.32987136109433 108.37435120913067 112.0714058089752 50.566787519082126 120.42009799032718 55.21775076911409 97.41663102366043 108.23123393919151 52.354560450833695 67.0 106.30145812734649 98.59513172565875 116.21101496846157 109.59014554237986 67.0 112.32987136109433 108.37435120913067 112.0714058089752 50.566787519082126 120.42009799032718 55.21775076911409 97.41663102366043 108.23123393919151 52.354560450833695 67.0 106.30145812734649 98.59513172565875 116.21101496846157 109.59014554237986 67.0 112.32987136109433 108.37435120913067 112.0714058089752 50.566787519082126 120.42009799032718 55.21775076911409 97.41663102366043 108.23123393919151 52.354560450833695 67.0 106.30145812734649 98.59513172565875 116.21101496846157 109.59014554237986 67.0 112.32987136109433 108.37435120913067 112.0714058089752 50.566787519082126 120.42009799032718 55.21775076911409 97.41663102366043 108.23123393919151 52.354560450833695 67.0 106.30145812734649 98.59513172565875 116.21101496846157 109.59014554237986 67.0 112.32987136109433 108.37435120913067 112.0714058089752 50.566787519082126 120.42009799032718 55.21775076911409 97.41663102366043 108.23123393919151 52.354560450833695 67.0 106.30145812734649 98.59513172565875 116.21101496846157 109.59014554237986 67.0 112.32987136109433 108.37435120913067 112.0714058089752 50.566787519082126 120.42009799032718 55.21775076911409 97.41663102366043 108.23123393919151 52.354560450833695 67.0 106.30145812734649 98.59513172565875 116.21101496846157 109.59014554237986 67.0 112.32987136109433 108.37435120913067 112.0714058089752 50.566787519082126 120.42009799032718 55.21775076911409 97.41663102366043 108.23123393919151 52.354560450833695 67.0 106.30145812734649 98.59513172565875 116.21101496846157 109.59014554237986 67.0 112.32987136109433 108.37435120913067 112.0714058089752 50.566787519082126 120.42009799032718 55.21775076911409 97.41663102366043 108.23123393919151 52.354560450833695 67.0 106.30145812734649 98.59513172565875 116.21101496846157 109.59014554237986 67.0 112.32987136109433 108.37435120913067 112.0714058089752 50.566787519082126 120.42009799032718 55.21775076911409 97.41663102366043 108.23123393919151 52.354560450833695 67.0 106.30145812734649 98.59513172565875 116.21101496846157 109.59014554237986 67.0 112.32987136109433 108.37435120913067 112.0714058089752 50.566787519082126 120.42009799032718 55.21775076911409 97.41663102366043 108.23123393919151 52.354560450833695 67.0 106.30145812734649 98.59513172565875 116.21101496846157 109.59014554237986 67.0 112.32987136109433 108.37435120913067 112.0714058089752 50.566787519082126 120.42009799032718 55.21775076911409 97.41663102366043 108.23123393919151 52.354560450833695 67.0 106.30145812734649 98.59513172565875 116.21101496846157 109.59014554237986 67.0 112.32987136109433 108.37435120913067 112.0714058089752 50.566787519082126 120.42009799032718 55.21775076911409 97.41663102366043 108.23123393919151 52.354560450833695 67.0 106.30145812734649 98.59513172565875 116.21101496846157 109.59014554237986 67.0 112.32987136109433 108.37435120913067 112.0714058089752 50.566787519082126 120.42009799032718 55.21775076911409 97.41663102366043 108.23123393919151 52.354560450833695 67.0 106.30145812734649 98.59513172565875 116.21101496846157 109.59014554237986 67.0 112.32987136109433 108.37435120913067 112.0714058089752 50.566787519082126 120.42009799032718 55.21775076911409 97.41663102366043 108.23123393919151 52.354560450833695 67.0 106.30145812734649 98.59513172565875 116.21101496846157 109.59014554237986 67.0 112.32987136109433 108.37435120913067 112.0714058089752 50.566787519082126 120.42009799032718 55.21775076911409 97.41663102366043 108.23123393919151 52.354560450833695 67.0 106.30145812734649 98.59513172565875 116.21101496846157 109.59014554237986 67.0 112.32987136109433 108.37435120913067 112.0714058089752 50.566787519082126 120.42009799032718 55.21775076911409 97.41663102366043 108.23123393919151 52.354560450833695 67.0 106.30145812734649 98.59513172565875 116.21101496846157 109.59014554237986 67.0 112.32987136109433 108.37435120913067 112.0714058089752 50.566787519082126 120.42009799032718 55.21775076911409
taskDisMat  0.0 30.463092423455635 45.967379738244816 79.63039620647382 13.038404810405298 8.06225774829855 35.90264614203248 18.973665961010276 79.63039620647382 39.395431207184416 15.132745950421556 38.07886552931954 48.83646178829912 38.3275357934736 42.20189569201838 30.463092423455635 0.0 63.56886030125127 69.3757882838098 19.849433241279208 22.47220505424423 8.06225774829855 45.34313619501854 69.3757882838098 8.94427190999916 19.1049731745428 7.615773105863909 67.35725647619564 12.206555615733702 57.38466694161429 45.967379738244816 63.56886030125127 0.0 62.289646009589745 56.4003546088143 48.60041152089147 71.5122367151245 57.245087125446844 62.289646009589745 70.09279563550022 58.60034129593445 69.3757882838098 4.0 75.39230729988306 7.0710678118654755 79.63039620647382 69.3757882838098 62.289646009589745 0.0 80.05623023850174 75.05997601918082 75.27283706623525 98.3107318658548 0.0 68.15423684555495 81.15417426109393 68.70953354520753 65.05382386916237 79.12016177940993 57.0087712549569 13.038404810405298 19.849433241279208 56.4003546088143 80.05623023850174 0.0 7.810249675906654 23.769728648009426 25.495097567963924 80.05623023850174 28.600699292150182 2.23606797749979 27.202941017470888 59.64059020499378 25.709920264364882 51.66236541235796 8.06225774829855 22.47220505424423 48.60041152089147 75.05997601918082 7.810249675906654 0.0 28.284271247461902 25.553864678361276 75.05997601918082 31.38470965295043 10.0 30.083217912982647 51.86520991955976 31.016124838541646 43.86342439892262 35.90264614203248 8.06225774829855 71.5122367151245 75.27283706623525 23.769728648009426 28.284271247461902 0.0 48.54894437575342 75.27283706623525 8.06225774829855 22.360679774997898 7.0 75.27283706623525 4.242640687119285 65.39113089708727 18.973665961010276 45.34313619501854 57.245087125446844 98.3107318658548 25.495097567963924 25.553864678361276 48.54894437575342 0.0 98.3107318658548 54.037024344425184 26.40075756488817 52.630789467763066 59.16924876994806 49.64876634922564 55.362442142665635 79.63039620647382 69.3757882838098 62.289646009589745 0.0 80.05623023850174 75.05997601918082 75.27283706623525 98.3107318658548 0.0 68.15423684555495 81.15417426109393 68.70953354520753 65.05382386916237 79.12016177940993 57.0087712549569 39.395431207184416 8.94427190999916 70.09279563550022 68.15423684555495 28.600699292150182 31.38470965295043 8.06225774829855 54.037024344425184 68.15423684555495 0.0 27.65863337187866 1.4142135623730951 73.97972695272672 11.180339887498949 63.60031446463138 15.132745950421556 19.1049731745428 58.60034129593445 81.15417426109393 2.23606797749979 10.0 22.360679774997898 26.40075756488817 81.15417426109393 27.65863337187866 0.0 26.248809496813376 61.85466837676846 24.041630560342615 53.81449618829484 38.07886552931954 7.615773105863909 69.3757882838098 68.70953354520753 27.202941017470888 30.083217912982647 7.0 52.630789467763066 68.70953354520753 1.4142135623730951 26.248809496813376 0.0 73.24616030891995 10.44030650891055 62.93647591023825 48.83646178829912 67.35725647619564 4.0 65.05382386916237 59.64059020499378 51.86520991955976 75.27283706623525 59.16924876994806 65.05382386916237 73.97972695272672 61.85466837676846 73.24616030891995 0.0 79.12016177940993 11.045361017187261 38.3275357934736 12.206555615733702 75.39230729988306 79.12016177940993 25.709920264364882 31.016124838541646 4.242640687119285 49.64876634922564 79.12016177940993 11.180339887498949 24.041630560342615 10.44030650891055 79.12016177940993 0.0 69.35416353759881 42.20189569201838 57.38466694161429 7.0710678118654755 57.0087712549569 51.66236541235796 43.86342439892262 65.39113089708727 55.362442142665635 57.0087712549569 63.60031446463138 53.81449618829484 62.93647591023825 11.045361017187261 69.35416353759881 0.0

rob_x  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
rob_y  0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0
rob_vel  1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
rob_abi  0.028521423372006777 0.023244176262025042 0.04422647268119841 0.023542145915919965 0.04241795704064131 0.036358612693044384 0.048948359863589835 0.042831969795595656 0.049205593537401615 0.024097820388194226 0.035011144214956595 0.03717734861496364 0.029337543719374207 0.03509097464619493 0.03070456290810038 0.035851819140543306 0.020025341538466686 0.03326942996337287 0.033486564312177766 0.02914397564663634 0.03198208242789622 0.04349261933515973 0.04050238651888409 0.03476897398675129 0.0394300472552655 0.03132674635553039 0.026117421513100394 0.020116269736326672 0.02832863754828266 0.03794492596140983 0.04644988799212088 0.0448826374996559 0.035328806236135796 0.04961054435148281 0.0338474292160941 0.04503780458500515 0.03226896023842914 0.04233891853216195 0.04962775073668045 0.029160097771039284

