time 2020-10-30 16:54:57
robNum  5
taskNum  10
comp_threshold  0
rob2taskDisMat  79.02531240052139 89.02246907382428 88.23264701911646 87.29833904490967 50.48762224545735 17.26267650163207 89.44271909999159 77.1621668954417 53.150729063673246 48.76474136094644 79.02531240052139 89.02246907382428 88.23264701911646 87.29833904490967 50.48762224545735 17.26267650163207 89.44271909999159 77.1621668954417 53.150729063673246 48.76474136094644 79.02531240052139 89.02246907382428 88.23264701911646 87.29833904490967 50.48762224545735 17.26267650163207 89.44271909999159 77.1621668954417 53.150729063673246 48.76474136094644 79.02531240052139 89.02246907382428 88.23264701911646 87.29833904490967 50.48762224545735 17.26267650163207 89.44271909999159 77.1621668954417 53.150729063673246 48.76474136094644 79.02531240052139 89.02246907382428 88.23264701911646 87.29833904490967 50.48762224545735 17.26267650163207 89.44271909999159 77.1621668954417 53.150729063673246 48.76474136094644
taskDisMat  0.0 72.11102550927978 49.49747468305833 105.60303025955268 29.427877939124322 77.46612162745726 106.60675400742676 3.605551275463989 28.460498941515414 33.83784863137726 72.11102550927978 0.0 25.495097567963924 43.08131845707603 63.198101237299845 74.24957912338628 42.95346318982906 68.62215385719105 59.07622195096772 57.55866572463264 49.49747468305833 25.495097567963924 0.0 66.88796603276258 49.193495504995376 76.92203845452875 67.11929677819934 46.2709412050371 44.721359549995796 45.48626166217664 105.60303025955268 43.08131845707603 66.88796603276258 0.0 86.4060183089118 70.03570517957252 2.23606797749979 102.00490184299969 83.6301381082203 79.7057087039567 29.427877939124322 63.198101237299845 49.193495504995376 86.4060183089118 0.0 48.05205510693585 87.84645695758026 27.073972741361768 4.47213595499958 6.708203932499369 77.46612162745726 74.24957912338628 76.92203845452875 70.03570517957252 48.05205510693585 0.0 72.18032973047436 74.96665925596525 49.36598018878993 44.181444068749045 106.60675400742676 42.95346318982906 67.11929677819934 2.23606797749979 87.84645695758026 72.18032973047436 0.0 103.00485425454472 85.0 81.15417426109393 3.605551275463989 68.62215385719105 46.2709412050371 102.00490184299969 27.073972741361768 74.96665925596525 103.00485425454472 0.0 25.709920264364882 31.04834939252005 28.460498941515414 59.07622195096772 44.721359549995796 83.6301381082203 4.47213595499958 49.36598018878993 85.0 25.709920264364882 0.0 5.385164807134504 33.83784863137726 57.55866572463264 45.48626166217664 79.7057087039567 6.708203932499369 44.181444068749045 81.15417426109393 31.04834939252005 5.385164807134504 0.0

rob_x  0.0 0.0 0.0 0.0 0.0
rob_y  0.0 0.0 0.0 0.0 0.0
rob_vel  1.0 1.0 1.0 1.0 1.0
rob_abi  0.07196582838720966 0.05106901139121811 0.07643011554932208 0.060138277122645446 0.05485474968445356

task_x  79.0 55.0 72.0 15.0 50.0 3.0 16.0 77.0 52.0 47.0
task_y  2.0 70.0 51.0 86.0 7.0 17.0 88.0 5.0 11.0 13.0
task_rate  0.029416805385420835 0.028653634327360337 0.024176861174816433 0.0369830581222246 0.024198986266706166 0.024239542206948635 0.02437322212497489 0.027108443020258666 0.04682449516363621 0.025951166657743958
task_init_demand  2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455
