time 2020-10-30 16:54:57
robNum  20
taskNum  10
comp_threshold  0
rob2taskDisMat  31.32091952673165 54.037024344425184 24.698178070456937 5.830951894845301 32.01562118716424 31.400636936215164 21.095023109728988 44.94441010848846 28.30194339616981 37.107950630558946 31.32091952673165 54.037024344425184 24.698178070456937 5.830951894845301 32.01562118716424 31.400636936215164 21.095023109728988 44.94441010848846 28.30194339616981 37.107950630558946 31.32091952673165 54.037024344425184 24.698178070456937 5.830951894845301 32.01562118716424 31.400636936215164 21.095023109728988 44.94441010848846 28.30194339616981 37.107950630558946 31.32091952673165 54.037024344425184 24.698178070456937 5.830951894845301 32.01562118716424 31.400636936215164 21.095023109728988 44.94441010848846 28.30194339616981 37.107950630558946 31.32091952673165 54.037024344425184 24.698178070456937 5.830951894845301 32.01562118716424 31.400636936215164 21.095023109728988 44.94441010848846 28.30194339616981 37.107950630558946 31.32091952673165 54.037024344425184 24.698178070456937 5.830951894845301 32.01562118716424 31.400636936215164 21.095023109728988 44.94441010848846 28.30194339616981 37.107950630558946 31.32091952673165 54.037024344425184 24.698178070456937 5.830951894845301 32.01562118716424 31.400636936215164 21.095023109728988 44.94441010848846 28.30194339616981 37.107950630558946 31.32091952673165 54.037024344425184 24.698178070456937 5.830951894845301 32.01562118716424 31.400636936215164 21.095023109728988 44.94441010848846 28.30194339616981 37.107950630558946 31.32091952673165 54.037024344425184 24.698178070456937 5.830951894845301 32.01562118716424 31.400636936215164 21.095023109728988 44.94441010848846 28.30194339616981 37.107950630558946 31.32091952673165 54.037024344425184 24.698178070456937 5.830951894845301 32.01562118716424 31.400636936215164 21.095023109728988 44.94441010848846 28.30194339616981 37.107950630558946 31.32091952673165 54.037024344425184 24.698178070456937 5.830951894845301 32.01562118716424 31.400636936215164 21.095023109728988 44.94441010848846 28.30194339616981 37.107950630558946 31.32091952673165 54.037024344425184 24.698178070456937 5.830951894845301 32.01562118716424 31.400636936215164 21.095023109728988 44.94441010848846 28.30194339616981 37.107950630558946 31.32091952673165 54.037024344425184 24.698178070456937 5.830951894845301 32.01562118716424 31.400636936215164 21.095023109728988 44.94441010848846 28.30194339616981 37.107950630558946 31.32091952673165 54.037024344425184 24.698178070456937 5.830951894845301 32.01562118716424 31.400636936215164 21.095023109728988 44.94441010848846 28.30194339616981 37.107950630558946 31.32091952673165 54.037024344425184 24.698178070456937 5.830951894845301 32.01562118716424 31.400636936215164 21.095023109728988 44.94441010848846 28.30194339616981 37.107950630558946 31.32091952673165 54.037024344425184 24.698178070456937 5.830951894845301 32.01562118716424 31.400636936215164 21.095023109728988 44.94441010848846 28.30194339616981 37.107950630558946 31.32091952673165 54.037024344425184 24.698178070456937 5.830951894845301 32.01562118716424 31.400636936215164 21.095023109728988 44.94441010848846 28.30194339616981 37.107950630558946 31.32091952673165 54.037024344425184 24.698178070456937 5.830951894845301 32.01562118716424 31.400636936215164 21.095023109728988 44.94441010848846 28.30194339616981 37.107950630558946 31.32091952673165 54.037024344425184 24.698178070456937 5.830951894845301 32.01562118716424 31.400636936215164 21.095023109728988 44.94441010848846 28.30194339616981 37.107950630558946 31.32091952673165 54.037024344425184 24.698178070456937 5.830951894845301 32.01562118716424 31.400636936215164 21.095023109728988 44.94441010848846 28.30194339616981 37.107950630558946
taskDisMat  0.0 76.21679604916491 53.0 27.730849247724095 55.17245689653489 59.64059020499378 48.041648597857254 76.21679604916491 55.80322571321482 6.0 76.21679604916491 0.0 31.400636936215164 59.81638571495272 73.35529974037323 63.324560795950255 33.24154027718932 50.0 63.97655820689325 81.9084855189009 53.0 31.400636936215164 0.0 30.463092423455635 42.720018726587654 34.23448553724738 5.385164807134504 31.400636936215164 33.95585369269929 59.0 27.730849247724095 59.81638571495272 30.463092423455635 0.0 30.870698080866262 32.55764119219941 26.92582403567252 48.76474136094644 29.0 33.24154027718932 55.17245689653489 73.35529974037323 42.720018726587654 30.870698080866262 0.0 12.529964086141668 43.174066289845804 37.16180835212409 9.899494936611665 59.464274989274024 59.64059020499378 63.324560795950255 34.23448553724738 32.55764119219941 12.529964086141668 0.0 36.013886210738214 24.698178070456937 4.123105625617661 64.66065264130884 48.041648597857254 33.24154027718932 5.385164807134504 26.92582403567252 43.174066289845804 36.013886210738214 0.0 36.124783736376884 35.12833614050059 54.037024344425184 76.21679604916491 50.0 31.400636936215164 48.76474136094644 37.16180835212409 24.698178070456937 36.124783736376884 0.0 28.160255680657446 81.9084855189009 55.80322571321482 63.97655820689325 33.95585369269929 29.0 9.899494936611665 4.123105625617661 35.12833614050059 28.160255680657446 0.0 60.74537019394976 6.0 81.9084855189009 59.0 33.24154027718932 59.464274989274024 64.66065264130884 54.037024344425184 81.9084855189009 60.74537019394976 0.0

rob_x  50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0
rob_y  50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0 50.0
rob_vel  1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0 1.0
rob_abi  0.06969885391748223 0.0640912547186491 0.07350387809205385 0.07751858351581631 0.07130809058845618 0.05662182798852042 0.053784780328103486 0.06767089570705581 0.07385235187807744 0.06306462073510308 0.062858606435595 0.05671734491968732 0.07025831488420978 0.07851370648855523 0.05997687935895957 0.06701664544599704 0.055502072137369685 0.07297400353495584 0.051463011351982633 0.0610186429015503

task_x  59.0 84.0 59.0 47.0 19.0 25.0 61.0 34.0 26.0 59.0
task_y  20.0 92.0 73.0 45.0 58.0 69.0 68.0 92.0 65.0 14.0
task_rate  0.05848015765230625 0.07496930189384193 0.05264215841654503 0.05680923302019353 0.06273250218750222 0.05642591737306603 0.07510972350106082 0.06476592176784926 0.051850402662680414 0.0561202027579967
task_init_demand  2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455 2.3025850929940455
